year,round,date,circuit_name,driver_code,driver_number,team_name,grid_position,classified_position,status,points_real
2009,2,2009-04-05 09:00:00+00:00,Malaysian Grand Prix,FIS,21,Force India,18.0,18,Spun off,0.0
2009,2,2009-04-05 09:00:00+00:00,Malaysian Grand Prix,HEI,6,BMW Sauber,10.0,2,Finished,4.0
2009,2,2009-04-05 09:00:00+00:00,Malaysian Grand Prix,GLO,10,Toyota,3.0,3,Finished,3.0
2009,2,2009-04-05 09:00:00+00:00,Malaysian Grand Prix,TRU,9,Toyota,2.0,4,Finished,2.5
2009,2,2009-04-05 09:00:00+00:00,Malaysian Grand Prix,BAR,23,Brawn,8.0,5,Finished,2.0
2009,2,2009-04-05 09:00:00+00:00,Malaysian Grand Prix,WEB,14,Red Bull,5.0,6,Finished,1.5
2009,2,2009-04-05 09:00:00+00:00,Malaysian Grand Prix,HAM,1,McLaren,12.0,7,Finished,1.0
2009,2,2009-04-05 09:00:00+00:00,Malaysian Grand Prix,ROS,16,Williams,4.0,8,Finished,0.5
2009,2,2009-04-05 09:00:00+00:00,Malaysian Grand Prix,MAS,3,Ferrari,16.0,9,Finished,0.0
2009,2,2009-04-05 09:00:00+00:00,Malaysian Grand Prix,KUB,5,BMW Sauber,6.0,R,Engine,0.0
2009,2,2009-04-05 09:00:00+00:00,Malaysian Grand Prix,KOV,2,McLaren,14.0,R,Spun off,0.0
2009,3,2009-04-19 07:00:00+00:00,Chinese Grand Prix,VET,15,Red Bull,1.0,1,Finished,10.0
2009,3,2009-04-19 07:00:00+00:00,Chinese Grand Prix,RAI,4,Ferrari,8.0,10,Finished,0.0
2009,3,2009-04-19 07:00:00+00:00,Chinese Grand Prix,BOU,11,Toro Rosso,15.0,11,Finished,0.0
2009,3,2009-04-19 07:00:00+00:00,Chinese Grand Prix,HEI,6,BMW Sauber,11.0,12,Finished,0.0
2009,3,2009-04-19 07:00:00+00:00,Chinese Grand Prix,KUB,5,BMW Sauber,17.0,13,Finished,0.0
2009,3,2009-04-19 07:00:00+00:00,Chinese Grand Prix,FIS,21,Force India,20.0,14,+1 Lap,0.0
2009,3,2009-04-19 07:00:00+00:00,Chinese Grand Prix,ROS,16,Williams,7.0,15,+1 Lap,0.0
2009,3,2009-04-19 07:00:00+00:00,Chinese Grand Prix,PIQ,8,Renault,16.0,16,+2 Laps,0.0
2009,3,2009-04-19 07:00:00+00:00,Chinese Grand Prix,SUT,20,Force India,18.0,17,Spun off,0.0
2009,3,2009-04-19 07:00:00+00:00,Chinese Grand Prix,WEB,14,Red Bull,3.0,2,Finished,8.0
2009,3,2009-04-19 07:00:00+00:00,Chinese Grand Prix,BUT,22,Brawn,5.0,3,Finished,6.0
2009,3,2009-04-19 07:00:00+00:00,Chinese Grand Prix,BAR,23,Brawn,4.0,4,Finished,5.0
2009,3,2009-04-19 07:00:00+00:00,Chinese Grand Prix,KOV,2,McLaren,12.0,5,Finished,4.0
2009,3,2009-04-19 07:00:00+00:00,Chinese Grand Prix,HAM,1,McLaren,9.0,6,Finished,3.0
2009,3,2009-04-19 07:00:00+00:00,Chinese Grand Prix,GLO,10,Toyota,19.0,7,Finished,2.0
2009,3,2009-04-19 07:00:00+00:00,Chinese Grand Prix,BUE,12,Toro Rosso,10.0,8,Finished,1.0
2009,3,2009-04-19 07:00:00+00:00,Chinese Grand Prix,ALO,7,Renault,2.0,9,Finished,0.0
2009,3,2009-04-19 07:00:00+00:00,Chinese Grand Prix,NAK,17,Williams,14.0,R,Retired,0.0
2009,3,2009-04-19 07:00:00+00:00,Chinese Grand Prix,MAS,3,Ferrari,13.0,R,Electronics,0.0
2009,3,2009-04-19 07:00:00+00:00,Chinese Grand Prix,TRU,9,Toyota,6.0,R,Collision,0.0
2009,4,2009-04-26 12:00:00+00:00,Bahrain Grand Prix,BUT,22,Brawn,4.0,1,Finished,10.0
2009,4,2009-04-26 12:00:00+00:00,Bahrain Grand Prix,PIQ,8,Renault,15.0,10,Finished,0.0
2009,4,2009-04-26 12:00:00+00:00,Bahrain Grand Prix,WEB,14,Red Bull,18.0,11,Finished,0.0
2009,4,2009-04-26 12:00:00+00:00,Bahrain Grand Prix,KOV,2,McLaren,11.0,12,Finished,0.0
2009,4,2009-04-26 12:00:00+00:00,Bahrain Grand Prix,BOU,11,Toro Rosso,20.0,13,Finished,0.0
2009,4,2009-04-26 12:00:00+00:00,Bahrain Grand Prix,MAS,3,Ferrari,8.0,14,+1 Lap,0.0
2009,4,2009-04-26 12:00:00+00:00,Bahrain Grand Prix,FIS,21,Force India,17.0,15,+1 Lap,0.0
2009,4,2009-04-26 12:00:00+00:00,Bahrain Grand Prix,SUT,20,Force India,19.0,16,+1 Lap,0.0
2009,4,2009-04-26 12:00:00+00:00,Bahrain Grand Prix,BUE,12,Toro Rosso,16.0,17,+1 Lap,0.0
2009,4,2009-04-26 12:00:00+00:00,Bahrain Grand Prix,KUB,5,BMW Sauber,13.0,18,+1 Lap,0.0
2009,4,2009-04-26 12:00:00+00:00,Bahrain Grand Prix,HEI,6,BMW Sauber,14.0,19,+1 Lap,0.0
2009,4,2009-04-26 12:00:00+00:00,Bahrain Grand Prix,VET,15,Red Bull,3.0,2,Finished,8.0
2009,4,2009-04-26 12:00:00+00:00,Bahrain Grand Prix,TRU,9,Toyota,1.0,3,Finished,6.0
2009,4,2009-04-26 12:00:00+00:00,Bahrain Grand Prix,HAM,1,McLaren,5.0,4,Finished,5.0
2009,4,2009-04-26 12:00:00+00:00,Bahrain Grand Prix,BAR,23,Brawn,6.0,5,Finished,4.0
2009,4,2009-04-26 12:00:00+00:00,Bahrain Grand Prix,RAI,4,Ferrari,10.0,6,Finished,3.0
2009,4,2009-04-26 12:00:00+00:00,Bahrain Grand Prix,GLO,10,Toyota,2.0,7,Finished,2.0
2009,4,2009-04-26 12:00:00+00:00,Bahrain Grand Prix,ALO,7,Renault,7.0,8,Finished,1.0
2009,4,2009-04-26 12:00:00+00:00,Bahrain Grand Prix,ROS,16,Williams,9.0,9,Finished,0.0
2009,4,2009-04-26 12:00:00+00:00,Bahrain Grand Prix,NAK,17,Williams,12.0,R,Oil pressure,0.0
2009,5,2009-05-10 12:00:00+00:00,Spanish Grand Prix,BUT,22,Brawn,1.0,1,Finished,10.0
2009,5,2009-05-10 12:00:00+00:00,Spanish Grand Prix,GLO,10,Toyota,6.0,10,+1 Lap,0.0
2009,5,2009-05-10 12:00:00+00:00,Spanish Grand Prix,KUB,5,BMW Sauber,10.0,11,+1 Lap,0.0
2009,5,2009-05-10 12:00:00+00:00,Spanish Grand Prix,PIQ,8,Renault,12.0,12,+1 Lap,0.0
2009,5,2009-05-10 12:00:00+00:00,Spanish Grand Prix,NAK,17,Williams,11.0,13,+1 Lap,0.0
2009,5,2009-05-10 12:00:00+00:00,Spanish Grand Prix,FIS,21,Force India,20.0,14,+1 Lap,0.0
2009,5,2009-05-10 12:00:00+00:00,Spanish Grand Prix,BAR,23,Brawn,3.0,2,Finished,8.0
2009,5,2009-05-10 12:00:00+00:00,Spanish Grand Prix,WEB,14,Red Bull,5.0,3,Finished,6.0
2009,5,2009-05-10 12:00:00+00:00,Spanish Grand Prix,VET,15,Red Bull,2.0,4,Finished,5.0
2009,5,2009-05-10 12:00:00+00:00,Spanish Grand Prix,ALO,7,Renault,8.0,5,Finished,4.0
2009,5,2009-05-10 12:00:00+00:00,Spanish Grand Prix,MAS,3,Ferrari,4.0,6,Finished,3.0
2009,5,2009-05-10 12:00:00+00:00,Spanish Grand Prix,HEI,6,BMW Sauber,13.0,7,Finished,2.0
2009,5,2009-05-10 12:00:00+00:00,Spanish Grand Prix,ROS,16,Williams,9.0,8,Finished,1.0
2009,5,2009-05-10 12:00:00+00:00,Spanish Grand Prix,HAM,1,McLaren,14.0,9,+1 Lap,0.0
2009,5,2009-05-10 12:00:00+00:00,Spanish Grand Prix,RAI,4,Ferrari,16.0,R,Hydraulics,0.0
2009,5,2009-05-10 12:00:00+00:00,Spanish Grand Prix,KOV,2,McLaren,18.0,R,Gearbox,0.0
2009,5,2009-05-10 12:00:00+00:00,Spanish Grand Prix,TRU,9,Toyota,7.0,R,Collision,0.0
2009,5,2009-05-10 12:00:00+00:00,Spanish Grand Prix,BUE,12,Toro Rosso,15.0,R,Collision,0.0
2009,5,2009-05-10 12:00:00+00:00,Spanish Grand Prix,BOU,11,Toro Rosso,17.0,R,Collision,0.0
2009,5,2009-05-10 12:00:00+00:00,Spanish Grand Prix,SUT,20,Force India,19.0,R,Collision,0.0
2009,6,2009-05-24 12:00:00+00:00,Monaco Grand Prix,BUT,22,Brawn,1.0,1,Finished,10.0
2009,6,2009-05-24 12:00:00+00:00,Monaco Grand Prix,GLO,10,Toyota,20.0,10,+1 Lap,0.0
2009,6,2009-05-24 12:00:00+00:00,Monaco Grand Prix,HEI,6,BMW Sauber,16.0,11,+1 Lap,0.0
2009,6,2009-05-24 12:00:00+00:00,Monaco Grand Prix,HAM,1,McLaren,19.0,12,+1 Lap,0.0
2009,6,2009-05-24 12:00:00+00:00,Monaco Grand Prix,TRU,9,Toyota,18.0,13,+1 Lap,0.0
2009,6,2009-05-24 12:00:00+00:00,Monaco Grand Prix,SUT,20,Force India,15.0,14,+1 Lap,0.0
2009,6,2009-05-24 12:00:00+00:00,Monaco Grand Prix,NAK,17,Williams,10.0,15,Accident,0.0
2009,6,2009-05-24 12:00:00+00:00,Monaco Grand Prix,BAR,23,Brawn,3.0,2,Finished,8.0
2009,6,2009-05-24 12:00:00+00:00,Monaco Grand Prix,RAI,4,Ferrari,2.0,3,Finished,6.0
2009,6,2009-05-24 12:00:00+00:00,Monaco Grand Prix,MAS,3,Ferrari,5.0,4,Finished,5.0
2009,6,2009-05-24 12:00:00+00:00,Monaco Grand Prix,WEB,14,Red Bull,8.0,5,Finished,4.0
2009,6,2009-05-24 12:00:00+00:00,Monaco Grand Prix,ROS,16,Williams,6.0,6,Finished,3.0
2009,6,2009-05-24 12:00:00+00:00,Monaco Grand Prix,ALO,7,Renault,9.0,7,Finished,2.0
2009,6,2009-05-24 12:00:00+00:00,Monaco Grand Prix,BOU,11,Toro Rosso,14.0,8,Finished,1.0
2009,6,2009-05-24 12:00:00+00:00,Monaco Grand Prix,FIS,21,Force India,13.0,9,Finished,0.0
2009,6,2009-05-24 12:00:00+00:00,Monaco Grand Prix,KOV,2,McLaren,7.0,R,Accident,0.0
2009,6,2009-05-24 12:00:00+00:00,Monaco Grand Prix,KUB,5,BMW Sauber,17.0,R,Brakes,0.0
2009,6,2009-05-24 12:00:00+00:00,Monaco Grand Prix,VET,15,Red Bull,4.0,R,Accident,0.0
2009,6,2009-05-24 12:00:00+00:00,Monaco Grand Prix,PIQ,8,Renault,12.0,R,Collision,0.0
2009,6,2009-05-24 12:00:00+00:00,Monaco Grand Prix,BUE,12,Toro Rosso,11.0,R,Collision,0.0
2009,7,2009-06-07 12:00:00+00:00,Turkish Grand Prix,BUT,22,Brawn,2.0,1,Finished,10.0
2009,7,2009-06-07 12:00:00+00:00,Turkish Grand Prix,ALO,7,Renault,8.0,10,Finished,0.0
2009,7,2009-06-07 12:00:00+00:00,Turkish Grand Prix,HEI,6,BMW Sauber,11.0,11,Finished,0.0
2009,7,2009-06-07 12:00:00+00:00,Turkish Grand Prix,NAK,17,Williams,12.0,12,Finished,0.0
2009,7,2009-06-07 12:00:00+00:00,Turkish Grand Prix,HAM,1,McLaren,16.0,13,Finished,0.0
2009,7,2009-06-07 12:00:00+00:00,Turkish Grand Prix,KOV,2,McLaren,14.0,14,+1 Lap,0.0
2009,7,2009-06-07 12:00:00+00:00,Turkish Grand Prix,BUE,12,Toro Rosso,18.0,15,+1 Lap,0.0
2009,7,2009-06-07 12:00:00+00:00,Turkish Grand Prix,PIQ,8,Renault,17.0,16,+1 Lap,0.0
2009,7,2009-06-07 12:00:00+00:00,Turkish Grand Prix,SUT,20,Force India,15.0,17,+1 Lap,0.0
2009,7,2009-06-07 12:00:00+00:00,Turkish Grand Prix,BOU,11,Toro Rosso,20.0,18,+1 Lap,0.0
2009,7,2009-06-07 12:00:00+00:00,Turkish Grand Prix,WEB,14,Red Bull,4.0,2,Finished,8.0
2009,7,2009-06-07 12:00:00+00:00,Turkish Grand Prix,VET,15,Red Bull,1.0,3,Finished,6.0
2009,7,2009-06-07 12:00:00+00:00,Turkish Grand Prix,TRU,9,Toyota,5.0,4,Finished,5.0
2009,7,2009-06-07 12:00:00+00:00,Turkish Grand Prix,ROS,16,Williams,9.0,5,Finished,4.0
2009,7,2009-06-07 12:00:00+00:00,Turkish Grand Prix,MAS,3,Ferrari,7.0,6,Finished,3.0
2009,7,2009-06-07 12:00:00+00:00,Turkish Grand Prix,KUB,5,BMW Sauber,10.0,7,Finished,2.0
2009,7,2009-06-07 12:00:00+00:00,Turkish Grand Prix,GLO,10,Toyota,13.0,8,Finished,1.0
2009,7,2009-06-07 12:00:00+00:00,Turkish Grand Prix,RAI,4,Ferrari,6.0,9,Finished,0.0
2009,7,2009-06-07 12:00:00+00:00,Turkish Grand Prix,BAR,23,Brawn,3.0,R,Gearbox,0.0
2009,7,2009-06-07 12:00:00+00:00,Turkish Grand Prix,FIS,21,Force India,19.0,R,Brakes,0.0
2009,8,2009-06-21 12:00:00+00:00,British Grand Prix,VET,15,Red Bull,1.0,1,Finished,10.0
2009,8,2009-06-21 12:00:00+00:00,British Grand Prix,FIS,21,Force India,16.0,10,Finished,0.0
2009,8,2009-06-21 12:00:00+00:00,British Grand Prix,NAK,17,Williams,5.0,11,Finished,0.0
2009,8,2009-06-21 12:00:00+00:00,British Grand Prix,PIQ,8,Renault,14.0,12,+1 Lap,0.0
2009,8,2009-06-21 12:00:00+00:00,British Grand Prix,KUB,5,BMW Sauber,12.0,13,+1 Lap,0.0
2009,8,2009-06-21 12:00:00+00:00,British Grand Prix,ALO,7,Renault,10.0,14,+1 Lap,0.0
2009,8,2009-06-21 12:00:00+00:00,British Grand Prix,HEI,6,BMW Sauber,15.0,15,+1 Lap,0.0
2009,8,2009-06-21 12:00:00+00:00,British Grand Prix,HAM,1,McLaren,18.0,16,+1 Lap,0.0
2009,8,2009-06-21 12:00:00+00:00,British Grand Prix,SUT,20,Force India,20.0,17,+1 Lap,0.0
2009,8,2009-06-21 12:00:00+00:00,British Grand Prix,BUE,12,Toro Rosso,19.0,18,+1 Lap,0.0
2009,8,2009-06-21 12:00:00+00:00,British Grand Prix,WEB,14,Red Bull,3.0,2,Finished,8.0
2009,8,2009-06-21 12:00:00+00:00,British Grand Prix,BAR,23,Brawn,2.0,3,Finished,6.0
2009,8,2009-06-21 12:00:00+00:00,British Grand Prix,MAS,3,Ferrari,11.0,4,Finished,5.0
2009,8,2009-06-21 12:00:00+00:00,British Grand Prix,ROS,16,Williams,7.0,5,Finished,4.0
2009,8,2009-06-21 12:00:00+00:00,British Grand Prix,BUT,22,Brawn,6.0,6,Finished,3.0
2009,8,2009-06-21 12:00:00+00:00,British Grand Prix,TRU,9,Toyota,4.0,7,Finished,2.0
2009,8,2009-06-21 12:00:00+00:00,British Grand Prix,RAI,4,Ferrari,9.0,8,Finished,1.0
2009,8,2009-06-21 12:00:00+00:00,British Grand Prix,GLO,10,Toyota,8.0,9,Finished,0.0
2009,8,2009-06-21 12:00:00+00:00,British Grand Prix,BOU,11,Toro Rosso,17.0,R,Collision,0.0
2009,8,2009-06-21 12:00:00+00:00,British Grand Prix,KOV,2,McLaren,13.0,R,Collision,0.0
2009,9,2009-07-12 12:00:00+00:00,German Grand Prix,WEB,14,Red Bull,1.0,1,Finished,10.0
2009,9,2009-07-12 12:00:00+00:00,German Grand Prix,HEI,6,BMW Sauber,11.0,10,Finished,0.0
2009,9,2009-07-12 12:00:00+00:00,German Grand Prix,FIS,21,Force India,18.0,11,Finished,0.0
2009,9,2009-07-12 12:00:00+00:00,German Grand Prix,NAK,17,Williams,13.0,12,Finished,0.0
2009,9,2009-07-12 12:00:00+00:00,German Grand Prix,PIQ,8,Renault,10.0,13,Finished,0.0
2009,9,2009-07-12 12:00:00+00:00,German Grand Prix,KUB,5,BMW Sauber,16.0,14,Finished,0.0
2009,9,2009-07-12 12:00:00+00:00,German Grand Prix,SUT,20,Force India,7.0,15,Finished,0.0
2009,9,2009-07-12 12:00:00+00:00,German Grand Prix,BUE,12,Toro Rosso,17.0,16,Finished,0.0
2009,9,2009-07-12 12:00:00+00:00,German Grand Prix,TRU,9,Toyota,14.0,17,Finished,0.0
2009,9,2009-07-12 12:00:00+00:00,German Grand Prix,HAM,1,McLaren,5.0,18,+1 Lap,0.0
2009,9,2009-07-12 12:00:00+00:00,German Grand Prix,VET,15,Red Bull,4.0,2,Finished,8.0
2009,9,2009-07-12 12:00:00+00:00,German Grand Prix,MAS,3,Ferrari,8.0,3,Finished,6.0
2009,9,2009-07-12 12:00:00+00:00,German Grand Prix,ROS,16,Williams,15.0,4,Finished,5.0
2009,9,2009-07-12 12:00:00+00:00,German Grand Prix,BUT,22,Brawn,3.0,5,Finished,4.0
2009,9,2009-07-12 12:00:00+00:00,German Grand Prix,BAR,23,Brawn,2.0,6,Finished,3.0
2009,9,2009-07-12 12:00:00+00:00,German Grand Prix,ALO,7,Renault,12.0,7,Finished,2.0
2009,9,2009-07-12 12:00:00+00:00,German Grand Prix,KOV,2,McLaren,6.0,8,Finished,1.0
2009,9,2009-07-12 12:00:00+00:00,German Grand Prix,GLO,10,Toyota,20.0,9,Finished,0.0
2009,9,2009-07-12 12:00:00+00:00,German Grand Prix,RAI,4,Ferrari,9.0,R,Engine,0.0
2009,9,2009-07-12 12:00:00+00:00,German Grand Prix,BOU,11,Toro Rosso,19.0,R,Hydraulics,0.0
2009,10,2009-07-26 12:00:00+00:00,Hungarian Grand Prix,HAM,1,McLaren,4.0,1,Finished,10.0
2009,10,2009-07-26 12:00:00+00:00,Hungarian Grand Prix,BAR,23,Brawn,12.0,10,Finished,0.0
2009,10,2009-07-26 12:00:00+00:00,Hungarian Grand Prix,HEI,6,BMW Sauber,15.0,11,Finished,0.0
2009,10,2009-07-26 12:00:00+00:00,Hungarian Grand Prix,PIQ,8,Renault,14.0,12,Finished,0.0
2009,10,2009-07-26 12:00:00+00:00,Hungarian Grand Prix,KUB,5,BMW Sauber,18.0,13,Finished,0.0
2009,10,2009-07-26 12:00:00+00:00,Hungarian Grand Prix,FIS,21,Force India,16.0,14,+1 Lap,0.0
2009,10,2009-07-26 12:00:00+00:00,Hungarian Grand Prix,ALG,11,Toro Rosso,19.0,15,+1 Lap,0.0
2009,10,2009-07-26 12:00:00+00:00,Hungarian Grand Prix,BUE,12,Toro Rosso,10.0,16,+1 Lap,0.0
2009,10,2009-07-26 12:00:00+00:00,Hungarian Grand Prix,RAI,4,Ferrari,7.0,2,Finished,8.0
2009,10,2009-07-26 12:00:00+00:00,Hungarian Grand Prix,WEB,14,Red Bull,3.0,3,Finished,6.0
2009,10,2009-07-26 12:00:00+00:00,Hungarian Grand Prix,ROS,16,Williams,5.0,4,Finished,5.0
2009,10,2009-07-26 12:00:00+00:00,Hungarian Grand Prix,KOV,2,McLaren,6.0,5,Finished,4.0
2009,10,2009-07-26 12:00:00+00:00,Hungarian Grand Prix,GLO,10,Toyota,13.0,6,Finished,3.0
2009,10,2009-07-26 12:00:00+00:00,Hungarian Grand Prix,BUT,22,Brawn,8.0,7,Finished,2.0
2009,10,2009-07-26 12:00:00+00:00,Hungarian Grand Prix,TRU,9,Toyota,11.0,8,Finished,1.0
2009,10,2009-07-26 12:00:00+00:00,Hungarian Grand Prix,NAK,17,Williams,9.0,9,Finished,0.0
2009,10,2009-07-26 12:00:00+00:00,Hungarian Grand Prix,VET,15,Red Bull,2.0,R,Suspension,0.0
2009,10,2009-07-26 12:00:00+00:00,Hungarian Grand Prix,ALO,7,Renault,1.0,R,Wheel,0.0
2009,10,2009-07-26 12:00:00+00:00,Hungarian Grand Prix,SUT,20,Force India,17.0,R,Overheating,0.0
2009,10,2009-07-26 12:00:00+00:00,Hungarian Grand Prix,MAS,3,Ferrari,0.0,W,Withdrew,0.0
2009,11,2009-08-23 12:00:00+00:00,European Grand Prix,BAR,23,Brawn,3.0,1,Finished,10.0
2009,11,2009-08-23 12:00:00+00:00,European Grand Prix,SUT,20,Force India,12.0,10,Finished,0.0
2009,11,2009-08-23 12:00:00+00:00,European Grand Prix,HEI,6,BMW Sauber,11.0,11,Finished,0.0
2009,11,2009-08-23 12:00:00+00:00,European Grand Prix,FIS,21,Force India,16.0,12,Finished,0.0
2009,11,2009-08-23 12:00:00+00:00,European Grand Prix,TRU,9,Toyota,18.0,13,Finished,0.0
2009,11,2009-08-23 12:00:00+00:00,European Grand Prix,GLO,10,Toyota,13.0,14,Finished,0.0
2009,11,2009-08-23 12:00:00+00:00,European Grand Prix,GRO,8,Renault,14.0,15,Finished,0.0
2009,11,2009-08-23 12:00:00+00:00,European Grand Prix,ALG,11,Toro Rosso,19.0,16,+1 Lap,0.0
2009,11,2009-08-23 12:00:00+00:00,European Grand Prix,BAD,3,Ferrari,20.0,17,+1 Lap,0.0
2009,11,2009-08-23 12:00:00+00:00,European Grand Prix,NAK,17,Williams,17.0,18,+3 Laps,0.0
2009,11,2009-08-23 12:00:00+00:00,European Grand Prix,HAM,1,McLaren,1.0,2,Finished,8.0
2009,11,2009-08-23 12:00:00+00:00,European Grand Prix,RAI,4,Ferrari,6.0,3,Finished,6.0
2009,11,2009-08-23 12:00:00+00:00,European Grand Prix,KOV,2,McLaren,2.0,4,Finished,5.0
2009,11,2009-08-23 12:00:00+00:00,European Grand Prix,ROS,16,Williams,7.0,5,Finished,4.0
2009,11,2009-08-23 12:00:00+00:00,European Grand Prix,ALO,7,Renault,8.0,6,Finished,3.0
2009,11,2009-08-23 12:00:00+00:00,European Grand Prix,BUT,22,Brawn,5.0,7,Finished,2.0
2009,11,2009-08-23 12:00:00+00:00,European Grand Prix,KUB,5,BMW Sauber,10.0,8,Finished,1.0
2009,11,2009-08-23 12:00:00+00:00,European Grand Prix,WEB,14,Red Bull,9.0,9,Finished,0.0
2009,11,2009-08-23 12:00:00+00:00,European Grand Prix,BUE,12,Toro Rosso,15.0,R,Brakes,0.0
2009,11,2009-08-23 12:00:00+00:00,European Grand Prix,VET,15,Red Bull,4.0,R,Engine,0.0
2009,12,2009-08-30 12:00:00+00:00,Belgian Grand Prix,RAI,4,Ferrari,6.0,1,Finished,10.0
2009,12,2009-08-30 12:00:00+00:00,Belgian Grand Prix,GLO,10,Toyota,7.0,10,Finished,0.0
2009,12,2009-08-30 12:00:00+00:00,Belgian Grand Prix,SUT,20,Force India,11.0,11,Finished,0.0
2009,12,2009-08-30 12:00:00+00:00,Belgian Grand Prix,BUE,12,Toro Rosso,16.0,12,Finished,0.0
2009,12,2009-08-30 12:00:00+00:00,Belgian Grand Prix,NAK,17,Williams,18.0,13,Finished,0.0
2009,12,2009-08-30 12:00:00+00:00,Belgian Grand Prix,BAD,3,Ferrari,20.0,14,Finished,0.0
2009,12,2009-08-30 12:00:00+00:00,Belgian Grand Prix,FIS,21,Force India,1.0,2,Finished,8.0
2009,12,2009-08-30 12:00:00+00:00,Belgian Grand Prix,VET,15,Red Bull,8.0,3,Finished,6.0
2009,12,2009-08-30 12:00:00+00:00,Belgian Grand Prix,KUB,5,BMW Sauber,5.0,4,Finished,5.0
2009,12,2009-08-30 12:00:00+00:00,Belgian Grand Prix,HEI,6,BMW Sauber,3.0,5,Finished,4.0
2009,12,2009-08-30 12:00:00+00:00,Belgian Grand Prix,KOV,2,McLaren,15.0,6,Finished,3.0
2009,12,2009-08-30 12:00:00+00:00,Belgian Grand Prix,BAR,23,Brawn,4.0,7,Finished,2.0
2009,12,2009-08-30 12:00:00+00:00,Belgian Grand Prix,ROS,16,Williams,10.0,8,Finished,1.0
2009,12,2009-08-30 12:00:00+00:00,Belgian Grand Prix,WEB,14,Red Bull,9.0,9,Finished,0.0
2009,12,2009-08-30 12:00:00+00:00,Belgian Grand Prix,ALO,7,Renault,13.0,R,Retired,0.0
2009,12,2009-08-30 12:00:00+00:00,Belgian Grand Prix,TRU,9,Toyota,2.0,R,Brakes,0.0
2009,12,2009-08-30 12:00:00+00:00,Belgian Grand Prix,BUT,22,Brawn,14.0,R,Collision,0.0
2009,12,2009-08-30 12:00:00+00:00,Belgian Grand Prix,GRO,8,Renault,19.0,R,Collision,0.0
2009,12,2009-08-30 12:00:00+00:00,Belgian Grand Prix,HAM,1,McLaren,12.0,R,Collision,0.0
2009,12,2009-08-30 12:00:00+00:00,Belgian Grand Prix,ALG,11,Toro Rosso,17.0,R,Collision,0.0
2009,13,2009-09-13 12:00:00+00:00,Italian Grand Prix,BAR,23,Brawn,5.0,1,Finished,10.0
2009,13,2009-09-13 12:00:00+00:00,Italian Grand Prix,NAK,17,Williams,17.0,10,Finished,0.0
2009,13,2009-09-13 12:00:00+00:00,Italian Grand Prix,GLO,10,Toyota,16.0,11,Finished,0.0
2009,13,2009-09-13 12:00:00+00:00,Italian Grand Prix,HAM,1,McLaren,1.0,12,Accident,0.0
2009,13,2009-09-13 12:00:00+00:00,Italian Grand Prix,BUE,12,Toro Rosso,19.0,13,+1 Lap,0.0
2009,13,2009-09-13 12:00:00+00:00,Italian Grand Prix,TRU,9,Toyota,11.0,14,+1 Lap,0.0
2009,13,2009-09-13 12:00:00+00:00,Italian Grand Prix,GRO,8,Renault,12.0,15,+1 Lap,0.0
2009,13,2009-09-13 12:00:00+00:00,Italian Grand Prix,ROS,16,Williams,18.0,16,+2 Laps,0.0
2009,13,2009-09-13 12:00:00+00:00,Italian Grand Prix,BUT,22,Brawn,6.0,2,Finished,8.0
2009,13,2009-09-13 12:00:00+00:00,Italian Grand Prix,RAI,4,Ferrari,3.0,3,Finished,6.0
2009,13,2009-09-13 12:00:00+00:00,Italian Grand Prix,SUT,20,Force India,2.0,4,Finished,5.0
2009,13,2009-09-13 12:00:00+00:00,Italian Grand Prix,ALO,7,Renault,8.0,5,Finished,4.0
2009,13,2009-09-13 12:00:00+00:00,Italian Grand Prix,KOV,2,McLaren,4.0,6,Finished,3.0
2009,13,2009-09-13 12:00:00+00:00,Italian Grand Prix,HEI,6,BMW Sauber,15.0,7,Finished,2.0
2009,13,2009-09-13 12:00:00+00:00,Italian Grand Prix,VET,15,Red Bull,9.0,8,Finished,1.0
2009,13,2009-09-13 12:00:00+00:00,Italian Grand Prix,FIS,3,Ferrari,14.0,9,Finished,0.0
2009,13,2009-09-13 12:00:00+00:00,Italian Grand Prix,LIU,21,Force India,7.0,R,Transmission,0.0
2009,13,2009-09-13 12:00:00+00:00,Italian Grand Prix,ALG,11,Toro Rosso,20.0,R,Retired,0.0
2009,13,2009-09-13 12:00:00+00:00,Italian Grand Prix,KUB,5,BMW Sauber,13.0,R,Oil leak,0.0
2009,13,2009-09-13 12:00:00+00:00,Italian Grand Prix,WEB,14,Red Bull,10.0,R,Collision,0.0
2009,14,2009-09-27 12:00:00+00:00,Singapore Grand Prix,HAM,1,McLaren,1.0,1,Finished,10.0
2009,14,2009-09-27 12:00:00+00:00,Singapore Grand Prix,RAI,4,Ferrari,12.0,10,Finished,0.0
2009,14,2009-09-27 12:00:00+00:00,Singapore Grand Prix,ROS,16,Williams,3.0,11,Finished,0.0
2009,14,2009-09-27 12:00:00+00:00,Singapore Grand Prix,TRU,9,Toyota,14.0,12,Finished,0.0
2009,14,2009-09-27 12:00:00+00:00,Singapore Grand Prix,FIS,3,Ferrari,17.0,13,Finished,0.0
2009,14,2009-09-27 12:00:00+00:00,Singapore Grand Prix,LIU,21,Force India,19.0,14,Finished,0.0
2009,14,2009-09-27 12:00:00+00:00,Singapore Grand Prix,GLO,10,Toyota,6.0,2,Finished,8.0
