year,round,date,circuit_name,driver_code,driver_number,team_name,grid_position,classified_position,status,points_real
2013,11,2013-08-25 12:00:00+00:00,Belgian Grand Prix,DIR,14,Force India,5.0,R,Collision,0.0
2013,11,2013-08-25 12:00:00+00:00,Belgian Grand Prix,RAI,7,Lotus F1,8.0,R,Brakes,0.0
2013,11,2013-08-25 12:00:00+00:00,Belgian Grand Prix,PIC,20,Caterham,22.0,R,Oil leak,0.0
2013,12,2013-09-08 12:00:00+00:00,Italian Grand Prix,VET,1,Red Bull,1.0,1,Finished,25.0
2013,12,2013-09-08 12:00:00+00:00,Italian Grand Prix,BUT,5,McLaren,9.0,10,Finished,1.0
2013,12,2013-09-08 12:00:00+00:00,Italian Grand Prix,RAI,7,Lotus F1,11.0,11,Finished,0.0
2013,12,2013-09-08 12:00:00+00:00,Italian Grand Prix,PER,6,McLaren,8.0,12,Finished,0.0
2013,12,2013-09-08 12:00:00+00:00,Italian Grand Prix,GUT,12,Sauber,16.0,13,Finished,0.0
2013,12,2013-09-08 12:00:00+00:00,Italian Grand Prix,MAL,16,Williams,14.0,14,Finished,0.0
2013,12,2013-09-08 12:00:00+00:00,Italian Grand Prix,BOT,17,Williams,18.0,15,Finished,0.0
2013,12,2013-09-08 12:00:00+00:00,Italian Grand Prix,SUT,15,Force India,17.0,16,+1 Lap,0.0
2013,12,2013-09-08 12:00:00+00:00,Italian Grand Prix,PIC,20,Caterham,20.0,17,+1 Lap,0.0
2013,12,2013-09-08 12:00:00+00:00,Italian Grand Prix,VDG,21,Caterham,19.0,18,+1 Lap,0.0
2013,12,2013-09-08 12:00:00+00:00,Italian Grand Prix,BIA,22,Marussia,21.0,19,+1 Lap,0.0
2013,12,2013-09-08 12:00:00+00:00,Italian Grand Prix,ALO,3,Ferrari,5.0,2,Finished,18.0
2013,12,2013-09-08 12:00:00+00:00,Italian Grand Prix,CHI,23,Marussia,22.0,20,+1 Lap,0.0
2013,12,2013-09-08 12:00:00+00:00,Italian Grand Prix,WEB,2,Red Bull,2.0,3,Finished,15.0
2013,12,2013-09-08 12:00:00+00:00,Italian Grand Prix,MAS,4,Ferrari,4.0,4,Finished,12.0
2013,12,2013-09-08 12:00:00+00:00,Italian Grand Prix,HUL,11,Sauber,3.0,5,Finished,10.0
2013,12,2013-09-08 12:00:00+00:00,Italian Grand Prix,ROS,9,Mercedes,6.0,6,Finished,8.0
2013,12,2013-09-08 12:00:00+00:00,Italian Grand Prix,RIC,19,Toro Rosso,7.0,7,Finished,6.0
2013,12,2013-09-08 12:00:00+00:00,Italian Grand Prix,GRO,8,Lotus F1,13.0,8,Finished,4.0
2013,12,2013-09-08 12:00:00+00:00,Italian Grand Prix,HAM,10,Mercedes,12.0,9,Finished,2.0
2013,12,2013-09-08 12:00:00+00:00,Italian Grand Prix,VER,18,Toro Rosso,10.0,R,Transmission,0.0
2013,12,2013-09-08 12:00:00+00:00,Italian Grand Prix,DIR,14,Force India,15.0,R,Accident,0.0
2013,13,2013-09-22 12:00:00+00:00,Singapore Grand Prix,VET,1,Red Bull,1.0,1,Finished,25.0
2013,13,2013-09-22 12:00:00+00:00,Singapore Grand Prix,SUT,15,Force India,15.0,10,Finished,1.0
2013,13,2013-09-22 12:00:00+00:00,Singapore Grand Prix,MAL,16,Williams,18.0,11,Finished,0.0
2013,13,2013-09-22 12:00:00+00:00,Singapore Grand Prix,GUT,12,Sauber,10.0,12,Finished,0.0
2013,13,2013-09-22 12:00:00+00:00,Singapore Grand Prix,BOT,17,Williams,16.0,13,Finished,0.0
2013,13,2013-09-22 12:00:00+00:00,Singapore Grand Prix,VER,18,Toro Rosso,12.0,14,Finished,0.0
2013,13,2013-09-22 12:00:00+00:00,Singapore Grand Prix,WEB,2,Red Bull,4.0,15,Water pressure,0.0
2013,13,2013-09-22 12:00:00+00:00,Singapore Grand Prix,VDG,21,Caterham,20.0,16,+1 Lap,0.0
2013,13,2013-09-22 12:00:00+00:00,Singapore Grand Prix,CHI,23,Marussia,22.0,17,+1 Lap,0.0
2013,13,2013-09-22 12:00:00+00:00,Singapore Grand Prix,BIA,22,Marussia,21.0,18,+1 Lap,0.0
2013,13,2013-09-22 12:00:00+00:00,Singapore Grand Prix,PIC,20,Caterham,19.0,19,+1 Lap,0.0
2013,13,2013-09-22 12:00:00+00:00,Singapore Grand Prix,ALO,3,Ferrari,7.0,2,Finished,18.0
2013,13,2013-09-22 12:00:00+00:00,Singapore Grand Prix,DIR,14,Force India,17.0,20,Accident,0.0
2013,13,2013-09-22 12:00:00+00:00,Singapore Grand Prix,RAI,7,Lotus F1,13.0,3,Finished,15.0
2013,13,2013-09-22 12:00:00+00:00,Singapore Grand Prix,ROS,9,Mercedes,2.0,4,Finished,12.0
2013,13,2013-09-22 12:00:00+00:00,Singapore Grand Prix,HAM,10,Mercedes,5.0,5,Finished,10.0
2013,13,2013-09-22 12:00:00+00:00,Singapore Grand Prix,MAS,4,Ferrari,6.0,6,Finished,8.0
2013,13,2013-09-22 12:00:00+00:00,Singapore Grand Prix,BUT,5,McLaren,8.0,7,Finished,6.0
2013,13,2013-09-22 12:00:00+00:00,Singapore Grand Prix,PER,6,McLaren,14.0,8,Finished,4.0
2013,13,2013-09-22 12:00:00+00:00,Singapore Grand Prix,HUL,11,Sauber,11.0,9,Finished,2.0
2013,13,2013-09-22 12:00:00+00:00,Singapore Grand Prix,GRO,8,Lotus F1,3.0,R,Pneumatics,0.0
2013,13,2013-09-22 12:00:00+00:00,Singapore Grand Prix,RIC,19,Toro Rosso,9.0,R,Accident,0.0
2013,14,2013-10-06 06:00:00+00:00,Korean Grand Prix,VET,1,Red Bull,1.0,1,Finished,25.0
2013,14,2013-10-06 06:00:00+00:00,Korean Grand Prix,PER,6,McLaren,10.0,10,Finished,1.0
2013,14,2013-10-06 06:00:00+00:00,Korean Grand Prix,GUT,12,Sauber,8.0,11,Finished,0.0
2013,14,2013-10-06 06:00:00+00:00,Korean Grand Prix,BOT,17,Williams,17.0,12,Finished,0.0
2013,14,2013-10-06 06:00:00+00:00,Korean Grand Prix,MAL,16,Williams,18.0,13,Finished,0.0
2013,14,2013-10-06 06:00:00+00:00,Korean Grand Prix,PIC,20,Caterham,19.0,14,Finished,0.0
2013,14,2013-10-06 06:00:00+00:00,Korean Grand Prix,VDG,21,Caterham,20.0,15,Finished,0.0
2013,14,2013-10-06 06:00:00+00:00,Korean Grand Prix,BIA,22,Marussia,22.0,16,Finished,0.0
2013,14,2013-10-06 06:00:00+00:00,Korean Grand Prix,CHI,23,Marussia,21.0,17,Finished,0.0
2013,14,2013-10-06 06:00:00+00:00,Korean Grand Prix,VER,18,Toro Rosso,16.0,18,+2 Laps,0.0
2013,14,2013-10-06 06:00:00+00:00,Korean Grand Prix,RIC,19,Toro Rosso,12.0,19,+3 Laps,0.0
2013,14,2013-10-06 06:00:00+00:00,Korean Grand Prix,RAI,7,Lotus F1,9.0,2,Finished,18.0
2013,14,2013-10-06 06:00:00+00:00,Korean Grand Prix,SUT,15,Force India,14.0,20,Collision,0.0
2013,14,2013-10-06 06:00:00+00:00,Korean Grand Prix,GRO,8,Lotus F1,3.0,3,Finished,15.0
2013,14,2013-10-06 06:00:00+00:00,Korean Grand Prix,HUL,11,Sauber,7.0,4,Finished,12.0
2013,14,2013-10-06 06:00:00+00:00,Korean Grand Prix,HAM,10,Mercedes,2.0,5,Finished,10.0
2013,14,2013-10-06 06:00:00+00:00,Korean Grand Prix,ALO,3,Ferrari,5.0,6,Finished,8.0
2013,14,2013-10-06 06:00:00+00:00,Korean Grand Prix,ROS,9,Mercedes,4.0,7,Finished,6.0
2013,14,2013-10-06 06:00:00+00:00,Korean Grand Prix,BUT,5,McLaren,11.0,8,Finished,4.0
2013,14,2013-10-06 06:00:00+00:00,Korean Grand Prix,MAS,4,Ferrari,6.0,9,Finished,2.0
2013,14,2013-10-06 06:00:00+00:00,Korean Grand Prix,WEB,2,Red Bull,13.0,R,Collision,0.0
2013,14,2013-10-06 06:00:00+00:00,Korean Grand Prix,DIR,14,Force India,15.0,R,Spun off,0.0
2013,15,2013-10-13 06:00:00+00:00,Japanese Grand Prix,VET,1,Red Bull,2.0,1,Finished,25.0
2013,15,2013-10-13 06:00:00+00:00,Japanese Grand Prix,MAS,4,Ferrari,5.0,10,Finished,1.0
2013,15,2013-10-13 06:00:00+00:00,Japanese Grand Prix,DIR,14,Force India,12.0,11,Finished,0.0
2013,15,2013-10-13 06:00:00+00:00,Japanese Grand Prix,VER,18,Toro Rosso,17.0,12,+1 Lap,0.0
2013,15,2013-10-13 06:00:00+00:00,Japanese Grand Prix,RIC,19,Toro Rosso,16.0,13,+1 Lap,0.0
2013,15,2013-10-13 06:00:00+00:00,Japanese Grand Prix,SUT,15,Force India,22.0,14,+1 Lap,0.0
2013,15,2013-10-13 06:00:00+00:00,Japanese Grand Prix,PER,6,McLaren,11.0,15,+1 Lap,0.0
2013,15,2013-10-13 06:00:00+00:00,Japanese Grand Prix,MAL,16,Williams,15.0,16,+1 Lap,0.0
2013,15,2013-10-13 06:00:00+00:00,Japanese Grand Prix,BOT,17,Williams,13.0,17,+1 Lap,0.0
2013,15,2013-10-13 06:00:00+00:00,Japanese Grand Prix,PIC,20,Caterham,20.0,18,+1 Lap,0.0
2013,15,2013-10-13 06:00:00+00:00,Japanese Grand Prix,CHI,23,Marussia,18.0,19,+1 Lap,0.0
2013,15,2013-10-13 06:00:00+00:00,Japanese Grand Prix,WEB,2,Red Bull,1.0,2,Finished,18.0
2013,15,2013-10-13 06:00:00+00:00,Japanese Grand Prix,GRO,8,Lotus F1,4.0,3,Finished,15.0
2013,15,2013-10-13 06:00:00+00:00,Japanese Grand Prix,ALO,3,Ferrari,8.0,4,Finished,12.0
2013,15,2013-10-13 06:00:00+00:00,Japanese Grand Prix,RAI,7,Lotus F1,9.0,5,Finished,10.0
2013,15,2013-10-13 06:00:00+00:00,Japanese Grand Prix,HUL,11,Sauber,7.0,6,Finished,8.0
2013,15,2013-10-13 06:00:00+00:00,Japanese Grand Prix,GUT,12,Sauber,14.0,7,Finished,6.0
2013,15,2013-10-13 06:00:00+00:00,Japanese Grand Prix,ROS,9,Mercedes,6.0,8,Finished,4.0
2013,15,2013-10-13 06:00:00+00:00,Japanese Grand Prix,BUT,5,McLaren,10.0,9,Finished,2.0
2013,15,2013-10-13 06:00:00+00:00,Japanese Grand Prix,HAM,10,Mercedes,3.0,R,Puncture,0.0
2013,15,2013-10-13 06:00:00+00:00,Japanese Grand Prix,VDG,21,Caterham,19.0,R,Accident,0.0
2013,15,2013-10-13 06:00:00+00:00,Japanese Grand Prix,BIA,22,Marussia,21.0,R,Accident,0.0
2013,16,2013-10-27 09:30:00+00:00,Indian Grand Prix,VET,1,Red Bull,1.0,1,Finished,25.0
2013,16,2013-10-27 09:30:00+00:00,Indian Grand Prix,RIC,19,Toro Rosso,11.0,10,Finished,1.0
2013,16,2013-10-27 09:30:00+00:00,Indian Grand Prix,ALO,3,Ferrari,8.0,11,Finished,0.0
2013,16,2013-10-27 09:30:00+00:00,Indian Grand Prix,MAL,16,Williams,18.0,12,Finished,0.0
2013,16,2013-10-27 09:30:00+00:00,Indian Grand Prix,VER,18,Toro Rosso,14.0,13,+1 Lap,0.0
2013,16,2013-10-27 09:30:00+00:00,Indian Grand Prix,BUT,5,McLaren,10.0,14,+1 Lap,0.0
2013,16,2013-10-27 09:30:00+00:00,Indian Grand Prix,GUT,12,Sauber,16.0,15,+1 Lap,0.0
2013,16,2013-10-27 09:30:00+00:00,Indian Grand Prix,BOT,17,Williams,15.0,16,+1 Lap,0.0
2013,16,2013-10-27 09:30:00+00:00,Indian Grand Prix,CHI,23,Marussia,22.0,17,+2 Laps,0.0
2013,16,2013-10-27 09:30:00+00:00,Indian Grand Prix,BIA,22,Marussia,19.0,18,+2 Laps,0.0
2013,16,2013-10-27 09:30:00+00:00,Indian Grand Prix,HUL,11,Sauber,7.0,19,Mechanical,0.0
2013,16,2013-10-27 09:30:00+00:00,Indian Grand Prix,ROS,9,Mercedes,2.0,2,Finished,18.0
2013,16,2013-10-27 09:30:00+00:00,Indian Grand Prix,GRO,8,Lotus F1,17.0,3,Finished,15.0
2013,16,2013-10-27 09:30:00+00:00,Indian Grand Prix,MAS,4,Ferrari,5.0,4,Finished,12.0
2013,16,2013-10-27 09:30:00+00:00,Indian Grand Prix,PER,6,McLaren,9.0,5,Finished,10.0
2013,16,2013-10-27 09:30:00+00:00,Indian Grand Prix,HAM,10,Mercedes,3.0,6,Finished,8.0
2013,16,2013-10-27 09:30:00+00:00,Indian Grand Prix,RAI,7,Lotus F1,6.0,7,Finished,6.0
2013,16,2013-10-27 09:30:00+00:00,Indian Grand Prix,DIR,14,Force India,12.0,8,Finished,4.0
2013,16,2013-10-27 09:30:00+00:00,Indian Grand Prix,SUT,15,Force India,13.0,9,Finished,2.0
2013,16,2013-10-27 09:30:00+00:00,Indian Grand Prix,WEB,2,Red Bull,4.0,R,Alternator,0.0
2013,16,2013-10-27 09:30:00+00:00,Indian Grand Prix,PIC,20,Caterham,21.0,R,Hydraulics,0.0
2013,16,2013-10-27 09:30:00+00:00,Indian Grand Prix,VDG,21,Caterham,20.0,R,Collision,0.0
2013,17,2013-11-03 13:00:00+00:00,Abu Dhabi Grand Prix,VET,1,Red Bull,2.0,1,Finished,25.0
2013,17,2013-11-03 13:00:00+00:00,Abu Dhabi Grand Prix,SUT,15,Force India,17.0,10,Finished,1.0
2013,17,2013-11-03 13:00:00+00:00,Abu Dhabi Grand Prix,MAL,16,Williams,14.0,11,Finished,0.0
2013,17,2013-11-03 13:00:00+00:00,Abu Dhabi Grand Prix,BUT,5,McLaren,12.0,12,Finished,0.0
2013,17,2013-11-03 13:00:00+00:00,Abu Dhabi Grand Prix,GUT,12,Sauber,16.0,13,Finished,0.0
2013,17,2013-11-03 13:00:00+00:00,Abu Dhabi Grand Prix,HUL,11,Sauber,5.0,14,+1 Lap,0.0
2013,17,2013-11-03 13:00:00+00:00,Abu Dhabi Grand Prix,BOT,17,Williams,15.0,15,+1 Lap,0.0
2013,17,2013-11-03 13:00:00+00:00,Abu Dhabi Grand Prix,RIC,19,Toro Rosso,9.0,16,+1 Lap,0.0
2013,17,2013-11-03 13:00:00+00:00,Abu Dhabi Grand Prix,VER,18,Toro Rosso,13.0,17,+1 Lap,0.0
2013,17,2013-11-03 13:00:00+00:00,Abu Dhabi Grand Prix,VDG,21,Caterham,18.0,18,+1 Lap,0.0
2013,17,2013-11-03 13:00:00+00:00,Abu Dhabi Grand Prix,PIC,20,Caterham,19.0,19,+1 Lap,0.0
2013,17,2013-11-03 13:00:00+00:00,Abu Dhabi Grand Prix,WEB,2,Red Bull,1.0,2,Finished,18.0
2013,17,2013-11-03 13:00:00+00:00,Abu Dhabi Grand Prix,BIA,22,Marussia,21.0,20,+2 Laps,0.0
2013,17,2013-11-03 13:00:00+00:00,Abu Dhabi Grand Prix,CHI,23,Marussia,20.0,21,+2 Laps,0.0
2013,17,2013-11-03 13:00:00+00:00,Abu Dhabi Grand Prix,ROS,9,Mercedes,3.0,3,Finished,15.0
2013,17,2013-11-03 13:00:00+00:00,Abu Dhabi Grand Prix,GRO,8,Lotus F1,6.0,4,Finished,12.0
2013,17,2013-11-03 13:00:00+00:00,Abu Dhabi Grand Prix,ALO,3,Ferrari,10.0,5,Finished,10.0
2013,17,2013-11-03 13:00:00+00:00,Abu Dhabi Grand Prix,DIR,14,Force India,11.0,6,Finished,8.0
2013,17,2013-11-03 13:00:00+00:00,Abu Dhabi Grand Prix,HAM,10,Mercedes,4.0,7,Finished,6.0
2013,17,2013-11-03 13:00:00+00:00,Abu Dhabi Grand Prix,MAS,4,Ferrari,7.0,8,Finished,4.0
2013,17,2013-11-03 13:00:00+00:00,Abu Dhabi Grand Prix,PER,6,McLaren,8.0,9,Finished,2.0
2013,17,2013-11-03 13:00:00+00:00,Abu Dhabi Grand Prix,RAI,7,Lotus F1,22.0,R,Accident,0.0
2013,18,2013-11-17 19:00:00+00:00,United States Grand Prix,VET,1,Red Bull,1.0,1,Finished,25.0
2013,18,2013-11-17 19:00:00+00:00,United States Grand Prix,BUT,5,McLaren,15.0,10,Finished,1.0
2013,18,2013-11-17 19:00:00+00:00,United States Grand Prix,RIC,19,Toro Rosso,10.0,11,Finished,0.0
2013,18,2013-11-17 19:00:00+00:00,United States Grand Prix,VER,18,Toro Rosso,14.0,12,Finished,0.0
2013,18,2013-11-17 19:00:00+00:00,United States Grand Prix,MAS,4,Ferrari,13.0,13,Finished,0.0
2013,18,2013-11-17 19:00:00+00:00,United States Grand Prix,GUT,12,Sauber,20.0,14,Finished,0.0
2013,18,2013-11-17 19:00:00+00:00,United States Grand Prix,KOV,7,Lotus F1,8.0,15,Finished,0.0
2013,18,2013-11-17 19:00:00+00:00,United States Grand Prix,DIR,14,Force India,11.0,16,Finished,0.0
2013,18,2013-11-17 19:00:00+00:00,United States Grand Prix,MAL,16,Williams,17.0,17,+1 Lap,0.0
2013,18,2013-11-17 19:00:00+00:00,United States Grand Prix,BIA,22,Marussia,19.0,18,+1 Lap,0.0
2013,18,2013-11-17 19:00:00+00:00,United States Grand Prix,VDG,21,Caterham,18.0,19,+1 Lap,0.0
2013,18,2013-11-17 19:00:00+00:00,United States Grand Prix,GRO,8,Lotus F1,3.0,2,Finished,18.0
2013,18,2013-11-17 19:00:00+00:00,United States Grand Prix,PIC,20,Caterham,22.0,20,+1 Lap,0.0
2013,18,2013-11-17 19:00:00+00:00,United States Grand Prix,CHI,23,Marussia,21.0,21,+2 Laps,0.0
2013,18,2013-11-17 19:00:00+00:00,United States Grand Prix,WEB,2,Red Bull,2.0,3,Finished,15.0
2013,18,2013-11-17 19:00:00+00:00,United States Grand Prix,HAM,10,Mercedes,5.0,4,Finished,12.0
2013,18,2013-11-17 19:00:00+00:00,United States Grand Prix,ALO,3,Ferrari,6.0,5,Finished,10.0
2013,18,2013-11-17 19:00:00+00:00,United States Grand Prix,HUL,11,Sauber,4.0,6,Finished,8.0
2013,18,2013-11-17 19:00:00+00:00,United States Grand Prix,PER,6,McLaren,7.0,7,Finished,6.0
2013,18,2013-11-17 19:00:00+00:00,United States Grand Prix,BOT,17,Williams,9.0,8,Finished,4.0
2013,18,2013-11-17 19:00:00+00:00,United States Grand Prix,ROS,9,Mercedes,12.0,9,Finished,2.0
2013,18,2013-11-17 19:00:00+00:00,United States Grand Prix,SUT,15,Force India,16.0,R,Accident,0.0
2013,19,2013-11-24 16:00:00+00:00,Brazilian Grand Prix,VET,1,Red Bull,1.0,1,Finished,25.0
2013,19,2013-11-24 16:00:00+00:00,Brazilian Grand Prix,RIC,19,Toro Rosso,7.0,10,+1 Lap,1.0
2013,19,2013-11-24 16:00:00+00:00,Brazilian Grand Prix,DIR,14,Force India,12.0,11,+1 Lap,0.0
2013,19,2013-11-24 16:00:00+00:00,Brazilian Grand Prix,GUT,12,Sauber,17.0,12,+1 Lap,0.0
2013,19,2013-11-24 16:00:00+00:00,Brazilian Grand Prix,SUT,15,Force India,15.0,13,+1 Lap,0.0
2013,19,2013-11-24 16:00:00+00:00,Brazilian Grand Prix,KOV,7,Lotus F1,11.0,14,+1 Lap,0.0
2013,19,2013-11-24 16:00:00+00:00,Brazilian Grand Prix,VER,18,Toro Rosso,8.0,15,+1 Lap,0.0
2013,19,2013-11-24 16:00:00+00:00,Brazilian Grand Prix,MAL,16,Williams,16.0,16,+1 Lap,0.0
2013,19,2013-11-24 16:00:00+00:00,Brazilian Grand Prix,BIA,22,Marussia,21.0,17,+2 Laps,0.0
2013,19,2013-11-24 16:00:00+00:00,Brazilian Grand Prix,VDG,21,Caterham,20.0,18,+2 Laps,0.0
2013,19,2013-11-24 16:00:00+00:00,Brazilian Grand Prix,CHI,23,Marussia,22.0,19,+2 Laps,0.0
2013,19,2013-11-24 16:00:00+00:00,Brazilian Grand Prix,WEB,2,Red Bull,4.0,2,Finished,18.0
2013,19,2013-11-24 16:00:00+00:00,Brazilian Grand Prix,ALO,3,Ferrari,3.0,3,Finished,15.0
2013,19,2013-11-24 16:00:00+00:00,Brazilian Grand Prix,BUT,5,McLaren,14.0,4,Finished,12.0
2013,19,2013-11-24 16:00:00+00:00,Brazilian Grand Prix,ROS,9,Mercedes,2.0,5,Finished,10.0
2013,19,2013-11-24 16:00:00+00:00,Brazilian Grand Prix,PER,6,McLaren,19.0,6,Finished,8.0
2013,19,2013-11-24 16:00:00+00:00,Brazilian Grand Prix,MAS,4,Ferrari,9.0,7,Finished,6.0
2013,19,2013-11-24 16:00:00+00:00,Brazilian Grand Prix,HUL,11,Sauber,10.0,8,Finished,4.0
2013,19,2013-11-24 16:00:00+00:00,Brazilian Grand Prix,HAM,10,Mercedes,5.0,9,Finished,2.0
2013,19,2013-11-24 16:00:00+00:00,Brazilian Grand Prix,PIC,20,Caterham,18.0,R,Mechanical,0.0
2013,19,2013-11-24 16:00:00+00:00,Brazilian Grand Prix,BOT,17,Williams,13.0,R,Accident,0.0
2013,19,2013-11-24 16:00:00+00:00,Brazilian Grand Prix,GRO,8,Lotus F1,6.0,R,Engine,0.0
2014,1,2014-03-16 06:00:00+00:00,Australian Grand Prix,ROS,6,Mercedes,3.0,1,Finished,25.0
2014,1,2014-03-16 06:00:00+00:00,Australian Grand Prix,PER,11,Force India,16.0,10,Finished,1.0
2014,1,2014-03-16 06:00:00+00:00,Australian Grand Prix,SUT,99,Sauber,13.0,11,+1 Lap,0.0
2014,1,2014-03-16 06:00:00+00:00,Australian Grand Prix,GUT,21,Sauber,20.0,12,+1 Lap,0.0
2014,1,2014-03-16 06:00:00+00:00,Australian Grand Prix,CHI,4,Marussia,17.0,13,+2 Laps,0.0
2014,1,2014-03-16 06:00:00+00:00,Australian Grand Prix,MAG,20,McLaren,4.0,2,Finished,18.0
2014,1,2014-03-16 06:00:00+00:00,Australian Grand Prix,BUT,22,McLaren,10.0,3,Finished,15.0
2014,1,2014-03-16 06:00:00+00:00,Australian Grand Prix,ALO,14,Ferrari,5.0,4,Finished,12.0
2014,1,2014-03-16 06:00:00+00:00,Australian Grand Prix,BOT,77,Williams,15.0,5,Finished,10.0
2014,1,2014-03-16 06:00:00+00:00,Australian Grand Prix,HUL,27,Force India,7.0,6,Finished,8.0
2014,1,2014-03-16 06:00:00+00:00,Australian Grand Prix,RAI,7,Ferrari,11.0,7,Finished,6.0
2014,1,2014-03-16 06:00:00+00:00,Australian Grand Prix,VER,25,Toro Rosso,6.0,8,Finished,4.0
2014,1,2014-03-16 06:00:00+00:00,Australian Grand Prix,KVY,26,Toro Rosso,8.0,9,Finished,2.0
2014,1,2014-03-16 06:00:00+00:00,Australian Grand Prix,RIC,3,Red Bull,2.0,D,Disqualified,0.0
2014,1,2014-03-16 06:00:00+00:00,Australian Grand Prix,BIA,17,Marussia,18.0,R,+8 Laps,0.0
2014,1,2014-03-16 06:00:00+00:00,Australian Grand Prix,GRO,8,Lotus F1,22.0,R,ERS,0.0
2014,1,2014-03-16 06:00:00+00:00,Australian Grand Prix,MAL,13,Lotus F1,21.0,R,ERS,0.0
2014,1,2014-03-16 06:00:00+00:00,Australian Grand Prix,ERI,9,Caterham,19.0,R,Oil pressure,0.0
2014,1,2014-03-16 06:00:00+00:00,Australian Grand Prix,VET,1,Red Bull,12.0,R,Engine,0.0
2014,1,2014-03-16 06:00:00+00:00,Australian Grand Prix,HAM,44,Mercedes,1.0,R,Engine,0.0
2014,1,2014-03-16 06:00:00+00:00,Australian Grand Prix,MAS,19,Williams,9.0,R,Collision,0.0
2014,1,2014-03-16 06:00:00+00:00,Australian Grand Prix,KOB,10,Caterham,14.0,R,Collision,0.0
2014,2,2014-03-30 08:00:00+00:00,Malaysian Grand Prix,HAM,44,Mercedes,1.0,1,Finished,25.0
2014,2,2014-03-30 08:00:00+00:00,Malaysian Grand Prix,KVY,26,Toro Rosso,11.0,10,+1 Lap,1.0
2014,2,2014-03-30 08:00:00+00:00,Malaysian Grand Prix,GRO,8,Lotus F1,15.0,11,+1 Lap,0.0
2014,2,2014-03-30 08:00:00+00:00,Malaysian Grand Prix,RAI,7,Ferrari,6.0,12,+1 Lap,0.0
2014,2,2014-03-30 08:00:00+00:00,Malaysian Grand Prix,KOB,10,Caterham,20.0,13,+1 Lap,0.0
2014,2,2014-03-30 08:00:00+00:00,Malaysian Grand Prix,ERI,9,Caterham,22.0,14,+2 Laps,0.0
2014,2,2014-03-30 08:00:00+00:00,Malaysian Grand Prix,CHI,4,Marussia,21.0,15,+2 Laps,0.0
2014,2,2014-03-30 08:00:00+00:00,Malaysian Grand Prix,ROS,6,Mercedes,3.0,2,Finished,18.0
2014,2,2014-03-30 08:00:00+00:00,Malaysian Grand Prix,VET,1,Red Bull,2.0,3,Finished,15.0
2014,2,2014-03-30 08:00:00+00:00,Malaysian Grand Prix,ALO,14,Ferrari,4.0,4,Finished,12.0
2014,2,2014-03-30 08:00:00+00:00,Malaysian Grand Prix,HUL,27,Force India,7.0,5,Finished,10.0
2014,2,2014-03-30 08:00:00+00:00,Malaysian Grand Prix,BUT,22,McLaren,10.0,6,Finished,8.0
2014,2,2014-03-30 08:00:00+00:00,Malaysian Grand Prix,MAS,19,Williams,13.0,7,Finished,6.0
2014,2,2014-03-30 08:00:00+00:00,Malaysian Grand Prix,BOT,77,Williams,18.0,8,Finished,4.0
2014,2,2014-03-30 08:00:00+00:00,Malaysian Grand Prix,MAG,20,McLaren,8.0,9,+1 Lap,2.0
2014,2,2014-03-30 08:00:00+00:00,Malaysian Grand Prix,RIC,3,Red Bull,5.0,R,Technical,0.0
2014,2,2014-03-30 08:00:00+00:00,Malaysian Grand Prix,GUT,21,Sauber,12.0,R,Gearbox,0.0
2014,2,2014-03-30 08:00:00+00:00,Malaysian Grand Prix,SUT,99,Sauber,17.0,R,Electrical,0.0
2014,2,2014-03-30 08:00:00+00:00,Malaysian Grand Prix,VER,25,Toro Rosso,9.0,R,Power Unit,0.0
2014,2,2014-03-30 08:00:00+00:00,Malaysian Grand Prix,BIA,17,Marussia,19.0,R,Brakes,0.0
2014,2,2014-03-30 08:00:00+00:00,Malaysian Grand Prix,MAL,13,Lotus F1,16.0,R,Engine,0.0
2014,2,2014-03-30 08:00:00+00:00,Malaysian Grand Prix,PER,11,Force India,14.0,W,Withdrew,0.0
2014,3,2014-04-06 15:00:00+00:00,Bahrain Grand Prix,HAM,44,Mercedes,2.0,1,Finished,25.0
2014,3,2014-04-06 15:00:00+00:00,Bahrain Grand Prix,RAI,7,Ferrari,5.0,10,Finished,1.0
2014,3,2014-04-06 15:00:00+00:00,Bahrain Grand Prix,KVY,26,Toro Rosso,12.0,11,Finished,0.0
2014,3,2014-04-06 15:00:00+00:00,Bahrain Grand Prix,GRO,8,Lotus F1,16.0,12,Finished,0.0
2014,3,2014-04-06 15:00:00+00:00,Bahrain Grand Prix,CHI,4,Marussia,21.0,13,Finished,0.0
2014,3,2014-04-06 15:00:00+00:00,Bahrain Grand Prix,MAL,13,Lotus F1,17.0,14,Finished,0.0
2014,3,2014-04-06 15:00:00+00:00,Bahrain Grand Prix,KOB,10,Caterham,18.0,15,Finished,0.0
2014,3,2014-04-06 15:00:00+00:00,Bahrain Grand Prix,BIA,17,Marussia,19.0,16,+1 Lap,0.0
2014,3,2014-04-06 15:00:00+00:00,Bahrain Grand Prix,BUT,22,McLaren,6.0,17,Clutch,0.0
2014,3,2014-04-06 15:00:00+00:00,Bahrain Grand Prix,ROS,6,Mercedes,1.0,2,Finished,18.0
2014,3,2014-04-06 15:00:00+00:00,Bahrain Grand Prix,PER,11,Force India,4.0,3,Finished,15.0
2014,3,2014-04-06 15:00:00+00:00,Bahrain Grand Prix,RIC,3,Red Bull,13.0,4,Finished,12.0
