year,round,driver,team,position,puntos_carrera,es_abandono
2015,13,HUL,Force India,999,0,True
2015,14,HAM,Mercedes,1,25,False
2015,14,ROS,Mercedes,2,18,False
2015,14,VET,Ferrari,3,15,False
2015,14,RAI,Ferrari,4,12,False
2015,14,BOT,Williams,5,10,False
2015,14,HUL,Force India,6,8,False
2015,14,GRO,Lotus F1,7,6,False
2015,14,MAL,Lotus F1,8,4,False
2015,14,VER,Toro Rosso,9,2,False
2015,14,SAI,Toro Rosso,10,1,False
2015,14,ALO,McLaren,11,0,False
2015,14,PER,Force India,12,0,False
2015,14,KVY,Red Bull,13,0,False
2015,14,ERI,Sauber,14,0,False
2015,14,RIC,Red Bull,15,0,False
2015,14,BUT,McLaren,16,0,False
2015,14,MAS,Williams,17,0,False
2015,14,RSS,Manor Marussia,18,0,False
2015,14,STE,Manor Marussia,19,0,False
2015,14,NAS,Sauber,999,0,True
2015,15,HAM,Mercedes,1,25,False
2015,15,VET,Ferrari,2,18,False
2015,15,PER,Force India,3,15,False
2015,15,MAS,Williams,4,12,False
2015,15,KVY,Red Bull,5,10,False
2015,15,NAS,Sauber,6,8,False
2015,15,MAL,Lotus F1,7,6,False
2015,15,RAI,Ferrari,8,4,False
2015,15,BUT,McLaren,9,2,False
2015,15,VER,Toro Rosso,10,1,False
2015,15,ALO,McLaren,11,0,False
2015,15,BOT,Williams,12,0,False
2015,15,MER,Manor Marussia,13,0,False
2015,15,STE,Manor Marussia,14,0,False
2015,15,RIC,Red Bull,15,0,False
2015,15,SAI,Toro Rosso,999,0,True
2015,15,GRO,Lotus F1,999,0,True
2015,15,ROS,Mercedes,999,0,True
2015,15,HUL,Force India,999,0,True
2015,15,ERI,Sauber,999,0,True
2015,16,HAM,Mercedes,1,25,False
2015,16,ROS,Mercedes,2,18,False
2015,16,VET,Ferrari,3,15,False
2015,16,VER,Toro Rosso,4,12,False
2015,16,PER,Force India,5,10,False
2015,16,BUT,McLaren,6,8,False
2015,16,SAI,Toro Rosso,7,6,False
2015,16,MAL,Lotus F1,8,4,False
2015,16,NAS,Sauber,9,2,False
2015,16,RIC,Red Bull,10,1,False
2015,16,ALO,McLaren,11,0,False
2015,16,RSS,Manor Marussia,12,0,False
2015,16,KVY,Red Bull,999,0,True
2015,16,HUL,Force India,999,0,True
2015,16,ERI,Sauber,999,0,True
2015,16,RAI,Ferrari,999,0,True
2015,16,MAS,Williams,999,0,True
2015,16,GRO,Lotus F1,999,0,True
2015,16,BOT,Williams,999,0,True
2015,16,STE,Manor Marussia,999,0,True
2015,17,ROS,Mercedes,1,25,False
2015,17,HAM,Mercedes,2,18,False
2015,17,BOT,Williams,3,15,False
2015,17,KVY,Red Bull,4,12,False
2015,17,RIC,Red Bull,5,10,False
2015,17,MAS,Williams,6,8,False
2015,17,HUL,Force India,7,6,False
2015,17,PER,Force India,8,4,False
2015,17,VER,Toro Rosso,9,2,False
2015,17,GRO,Lotus F1,10,1,False
2015,17,MAL,Lotus F1,11,0,False
2015,17,ERI,Sauber,12,0,False
2015,17,SAI,Toro Rosso,13,0,False
2015,17,BUT,McLaren,14,0,False
2015,17,RSS,Manor Marussia,15,0,False
2015,17,STE,Manor Marussia,16,0,False
2015,17,NAS,Sauber,999,0,True
2015,17,VET,Ferrari,999,0,True
2015,17,RAI,Ferrari,999,0,True
2015,17,ALO,McLaren,999,0,True
2015,18,ROS,Mercedes,1,25,False
2015,18,HAM,Mercedes,2,18,False
2015,18,VET,Ferrari,3,15,False
2015,18,RAI,Ferrari,4,12,False
2015,18,BOT,Williams,5,10,False
2015,18,HUL,Force India,6,8,False
2015,18,KVY,Red Bull,7,6,False
2015,18,GRO,Lotus F1,8,4,False
2015,18,VER,Toro Rosso,9,2,False
2015,18,MAL,Lotus F1,10,1,False
2015,18,RIC,Red Bull,11,0,False
2015,18,PER,Force India,12,0,False
2015,18,NAS,Sauber,13,0,False
2015,18,BUT,McLaren,14,0,False
2015,18,ALO,McLaren,15,0,False
2015,18,ERI,Sauber,16,0,False
2015,18,STE,Manor Marussia,17,0,False
2015,18,RSS,Manor Marussia,18,0,False
2015,18,MAS,Williams,999,0,True
2015,18,SAI,Toro Rosso,999,0,True
2015,19,ROS,Mercedes,1,25,False
2015,19,HAM,Mercedes,2,18,False
2015,19,RAI,Ferrari,3,15,False
2015,19,VET,Ferrari,4,12,False
2015,19,PER,Force India,5,10,False
2015,19,RIC,Red Bull,6,8,False
2015,19,HUL,Force India,7,6,False
2015,19,MAS,Williams,8,4,False
2015,19,GRO,Lotus F1,9,2,False
2015,19,KVY,Red Bull,10,1,False
2015,19,SAI,Toro Rosso,11,0,False
2015,19,BUT,McLaren,12,0,False
2015,19,BOT,Williams,13,0,False
2015,19,ERI,Sauber,14,0,False
2015,19,NAS,Sauber,15,0,False
2015,19,VER,Toro Rosso,16,0,False
2015,19,ALO,McLaren,17,0,False
2015,19,STE,Manor Marussia,18,0,False
2015,19,MER,Manor Marussia,19,0,False
2015,19,MAL,Lotus F1,999,0,True
2016,1,ROS,Mercedes,1,25,False
2016,1,HAM,Mercedes,2,18,False
2016,1,VET,Ferrari,3,15,False
2016,1,RIC,Red Bull,4,12,False
2016,1,MAS,Williams,5,10,False
2016,1,GRO,Haas F1 Team,6,8,False
2016,1,HUL,Force India,7,6,False
2016,1,BOT,Williams,8,4,False
2016,1,SAI,Toro Rosso,9,2,False
2016,1,VER,Toro Rosso,10,1,False
2016,1,PAL,Renault,11,0,False
2016,1,MAG,Renault,12,0,False
2016,1,PER,Force India,13,0,False
2016,1,BUT,McLaren,14,0,False
2016,1,NAS,Sauber,15,0,False
2016,1,WEH,Manor Marussia,16,0,False
2016,1,ERI,Sauber,999,0,True
2016,1,RAI,Ferrari,999,0,True
2016,1,HAR,Manor Marussia,999,0,True
2016,1,GUT,Haas F1 Team,999,0,True
2016,1,ALO,McLaren,999,0,True
2016,1,KVY,Red Bull,999,0,True
2016,2,ROS,Mercedes,1,25,False
2016,2,RAI,Ferrari,2,18,False
2016,2,HAM,Mercedes,3,15,False
2016,2,RIC,Red Bull,4,12,False
2016,2,GRO,Haas F1 Team,5,10,False
2016,2,VER,Toro Rosso,6,8,False
2016,2,KVY,Red Bull,7,6,False
2016,2,MAS,Williams,8,4,False
2016,2,BOT,Williams,9,2,False
2016,2,VAN,McLaren,10,1,False
2016,2,MAG,Renault,11,0,False
2016,2,ERI,Sauber,12,0,False
2016,2,WEH,Manor Marussia,13,0,False
2016,2,NAS,Sauber,14,0,False
2016,2,HUL,Force India,15,0,False
2016,2,PER,Force India,16,0,False
2016,2,HAR,Manor Marussia,17,0,False
2016,2,SAI,Toro Rosso,999,0,True
2016,2,GUT,Haas F1 Team,999,0,True
2016,2,BUT,McLaren,999,0,True
2016,2,VET,Ferrari,999,0,True
2016,2,PAL,Renault,999,0,True
2016,3,ROS,Mercedes,1,25,False
2016,3,VET,Ferrari,2,18,False
2016,3,KVY,Red Bull,3,15,False
2016,3,RIC,Red Bull,4,12,False
2016,3,RAI,Ferrari,5,10,False
2016,3,MAS,Williams,6,8,False
2016,3,HAM,Mercedes,7,6,False
2016,3,VER,Toro Rosso,8,4,False
2016,3,SAI,Toro Rosso,9,2,False
2016,3,BOT,Williams,10,1,False
2016,3,PER,Force India,11,0,False
2016,3,ALO,McLaren,12,0,False
2016,3,BUT,McLaren,13,0,False
2016,3,GUT,Haas F1 Team,14,0,False
2016,3,HUL,Force India,15,0,False
2016,3,ERI,Sauber,16,0,False
2016,3,MAG,Renault,17,0,False
2016,3,WEH,Manor Marussia,18,0,False
2016,3,GRO,Haas F1 Team,19,0,False
2016,3,NAS,Sauber,20,0,False
2016,3,HAR,Manor Marussia,21,0,False
2016,3,PAL,Renault,22,0,False
2016,4,ROS,Mercedes,1,25,False
2016,4,HAM,Mercedes,2,18,False
2016,4,RAI,Ferrari,3,15,False
2016,4,BOT,Williams,4,12,False
2016,4,MAS,Williams,5,10,False
2016,4,ALO,McLaren,6,8,False
2016,4,MAG,Renault,7,6,False
2016,4,GRO,Haas F1 Team,8,4,False
2016,4,PER,Force India,9,2,False
2016,4,BUT,McLaren,10,1,False
2016,4,RIC,Red Bull,11,0,False
2016,4,SAI,Toro Rosso,12,0,False
2016,4,PAL,Renault,13,0,False
2016,4,ERI,Sauber,14,0,False
2016,4,KVY,Red Bull,15,0,False
2016,4,NAS,Sauber,16,0,False
2016,4,GUT,Haas F1 Team,17,0,False
2016,4,WEH,Manor Marussia,18,0,False
2016,4,VER,Toro Rosso,999,0,True
2016,4,VET,Ferrari,999,0,True
2016,4,HUL,Force India,999,0,True
2016,4,HAR,Manor Marussia,999,0,True
2016,5,VER,Red Bull,1,25,False
2016,5,RAI,Ferrari,2,18,False
2016,5,VET,Ferrari,3,15,False
2016,5,RIC,Red Bull,4,12,False
2016,5,BOT,Williams,5,10,False
2016,5,SAI,Toro Rosso,6,8,False
2016,5,PER,Force India,7,6,False
2016,5,MAS,Williams,8,4,False
2016,5,BUT,McLaren,9,2,False
2016,5,KVY,Toro Rosso,10,1,False
2016,5,GUT,Haas F1 Team,11,0,False
2016,5,ERI,Sauber,12,0,False
2016,5,PAL,Renault,13,0,False
2016,5,MAG,Renault,14,0,False
2016,5,NAS,Sauber,15,0,False
2016,5,WEH,Manor Marussia,16,0,False
2016,5,HAR,Manor Marussia,17,0,False
2016,5,GRO,Haas F1 Team,999,0,True
2016,5,ALO,McLaren,999,0,True
2016,5,HUL,Force India,999,0,True
2016,5,HAM,Mercedes,999,0,True
2016,5,ROS,Mercedes,999,0,True
2016,6,HAM,Mercedes,1,25,False
2016,6,RIC,Red Bull,2,18,False
2016,6,PER,Force India,3,15,False
2016,6,VET,Ferrari,4,12,False
2016,6,ALO,McLaren,5,10,False
2016,6,HUL,Force India,6,8,False
2016,6,ROS,Mercedes,7,6,False
2016,6,SAI,Toro Rosso,8,4,False
2016,6,BUT,McLaren,9,2,False
2016,6,MAS,Williams,10,1,False
2016,6,GUT,Haas F1 Team,11,0,False
2016,6,BOT,Williams,12,0,False
2016,6,GRO,Haas F1 Team,13,0,False
2016,6,WEH,Manor Marussia,14,0,False
2016,6,HAR,Manor Marussia,15,0,False
2016,6,ERI,Sauber,999,0,True
2016,6,NAS,Sauber,999,0,True
2016,6,VER,Red Bull,999,0,True
2016,6,MAG,Renault,999,0,True
2016,6,KVY,Toro Rosso,999,0,True
2016,6,RAI,Ferrari,999,0,True
2016,6,PAL,Renault,999,0,True
2016,7,HAM,Mercedes,1,25,False
2016,7,VET,Ferrari,2,18,False
2016,7,BOT,Williams,3,15,False
2016,7,VER,Red Bull,4,12,False
2016,7,ROS,Mercedes,5,10,False
2016,7,RAI,Ferrari,6,8,False
2016,7,RIC,Red Bull,7,6,False
2016,7,HUL,Force India,8,4,False
2016,7,SAI,Toro Rosso,9,2,False
2016,7,PER,Force India,10,1,False
2016,7,ALO,McLaren,11,0,False
2016,7,KVY,Toro Rosso,12,0,False
2016,7,GUT,Haas F1 Team,13,0,False
2016,7,GRO,Haas F1 Team,14,0,False
2016,7,ERI,Sauber,15,0,False
2016,7,MAG,Renault,16,0,False
2016,7,WEH,Manor Marussia,17,0,False
2016,7,NAS,Sauber,18,0,False
2016,7,HAR,Manor Marussia,19,0,False
2016,7,MAS,Williams,999,0,True
2016,7,PAL,Renault,999,0,True
2016,7,BUT,McLaren,999,0,True
2016,8,ROS,Mercedes,1,25,False
2016,8,VET,Ferrari,2,18,False
2016,8,PER,Force India,3,15,False
2016,8,RAI,Ferrari,4,12,False
2016,8,HAM,Mercedes,5,10,False
2016,8,BOT,Williams,6,8,False
2016,8,RIC,Red Bull,7,6,False
2016,8,VER,Red Bull,8,4,False
2016,8,HUL,Force India,9,2,False
2016,8,MAS,Williams,10,1,False
2016,8,BUT,McLaren,11,0,False
2016,8,NAS,Sauber,12,0,False
2016,8,GRO,Haas F1 Team,13,0,False
2016,8,MAG,Renault,14,0,False
2016,8,PAL,Renault,15,0,False
2016,8,GUT,Haas F1 Team,16,0,False
2016,8,ERI,Sauber,17,0,False
2016,8,HAR,Manor Marussia,18,0,False
2016,8,ALO,McLaren,999,0,True
2016,8,WEH,Manor Marussia,999,0,True
2016,8,SAI,Toro Rosso,999,0,True
2016,8,KVY,Toro Rosso,999,0,True
2016,9,HAM,Mercedes,1,25,False
2016,9,VER,Red Bull,2,18,False
2016,9,RAI,Ferrari,3,15,False
2016,9,ROS,Mercedes,4,12,False
2016,9,RIC,Red Bull,5,10,False
2016,9,BUT,McLaren,6,8,False
2016,9,GRO,Haas F1 Team,7,6,False
2016,9,SAI,Toro Rosso,8,4,False
2016,9,BOT,Williams,9,2,False
2016,9,WEH,Manor Marussia,10,1,False
2016,9,GUT,Haas F1 Team,11,0,False
2016,9,PAL,Renault,12,0,False
2016,9,NAS,Sauber,13,0,False
2016,9,MAG,Renault,14,0,False
2016,9,ERI,Sauber,15,0,False
2016,9,HAR,Manor Marussia,16,0,False
2016,9,PER,Force India,17,0,False
2016,9,ALO,McLaren,18,0,False
2016,9,HUL,Force India,19,0,False
2016,9,MAS,Williams,20,0,False
2016,9,VET,Ferrari,999,0,True
2016,9,KVY,Toro Rosso,999,0,True
2016,10,HAM,Mercedes,1,25,False
2016,10,VER,Red Bull,2,18,False
2016,10,ROS,Mercedes,3,15,False
2016,10,RIC,Red Bull,4,12,False
2016,10,RAI,Ferrari,5,10,False
2016,10,PER,Force India,6,8,False
2016,10,HUL,Force India,7,6,False
2016,10,SAI,Toro Rosso,8,4,False
2016,10,VET,Ferrari,9,2,False
2016,10,KVY,Toro Rosso,10,1,False
2016,10,MAS,Williams,11,0,False
2016,10,BUT,McLaren,12,0,False
2016,10,ALO,McLaren,13,0,False
2016,10,BOT,Williams,14,0,False
2016,10,NAS,Sauber,15,0,False
2016,10,GUT,Haas F1 Team,16,0,False
2016,10,MAG,Renault,17,0,False
2016,10,PAL,Renault,999,0,True
2016,10,HAR,Manor Marussia,999,0,True
2016,10,GRO,Haas F1 Team,999,0,True
2016,10,ERI,Sauber,999,0,True
2016,10,WEH,Manor Marussia,999,0,True
2016,11,HAM,Mercedes,1,25,False
2016,11,ROS,Mercedes,2,18,False
2016,11,RIC,Red Bull,3,15,False
2016,11,VET,Ferrari,4,12,False
2016,11,VER,Red Bull,5,10,False
2016,11,RAI,Ferrari,6,8,False
2016,11,ALO,McLaren,7,6,False
2016,11,SAI,Toro Rosso,8,4,False
2016,11,BOT,Williams,9,2,False
2016,11,HUL,Force India,10,1,False
2016,11,PER,Force India,11,0,False
2016,11,PAL,Renault,12,0,False
2016,11,GUT,Haas F1 Team,13,0,False
2016,11,GRO,Haas F1 Team,14,0,False
2016,11,MAG,Renault,15,0,False
2016,11,KVY,Toro Rosso,16,0,False
2016,11,NAS,Sauber,17,0,False
2016,11,MAS,Williams,18,0,False
2016,11,WEH,Manor Marussia,19,0,False
2016,11,ERI,Sauber,20,0,False
2016,11,HAR,Manor Marussia,21,0,False
2016,11,BUT,McLaren,999,0,True
2016,12,HAM,Mercedes,1,25,False
2016,12,RIC,Red Bull,2,18,False
2016,12,VER,Red Bull,3,15,False
2016,12,ROS,Mercedes,4,12,False
2016,12,VET,Ferrari,5,10,False
2016,12,RAI,Ferrari,6,8,False
2016,12,HUL,Force India,7,6,False
2016,12,BUT,McLaren,8,4,False
2016,12,BOT,Williams,9,2,False
2016,12,PER,Force India,10,1,False
2016,12,GUT,Haas F1 Team,11,0,False
2016,12,ALO,McLaren,12,0,False
2016,12,GRO,Haas F1 Team,13,0,False
2016,12,SAI,Toro Rosso,14,0,False
2016,12,KVY,Toro Rosso,15,0,False
2016,12,MAG,Renault,16,0,False
2016,12,WEH,Manor Marussia,17,0,False
2016,12,ERI,Sauber,18,0,False
2016,12,PAL,Renault,19,0,False
2016,12,HAR,Manor Marussia,20,0,False
2016,12,NAS,Sauber,999,0,True
2016,12,MAS,Williams,999,0,True
2016,13,ROS,Mercedes,1,25,False
2016,13,RIC,Red Bull,2,18,False
2016,13,HAM,Mercedes,3,15,False
2016,13,HUL,Force India,4,12,False
2016,13,PER,Force India,5,10,False
2016,13,VET,Ferrari,6,8,False
2016,13,ALO,McLaren,7,6,False
2016,13,BOT,Williams,8,4,False
2016,13,RAI,Ferrari,9,2,False
2016,13,MAS,Williams,10,1,False
2016,13,VER,Red Bull,11,0,False
2016,13,GUT,Haas F1 Team,12,0,False
2016,13,GRO,Haas F1 Team,13,0,False
2016,13,KVY,Toro Rosso,14,0,False
2016,13,PAL,Renault,15,0,False
2016,13,OCO,Manor Marussia,16,0,False
2016,13,NAS,Sauber,17,0,False
2016,13,MAG,Renault,999,0,True
2016,13,ERI,Sauber,999,0,True
2016,13,SAI,Toro Rosso,999,0,True
2016,13,BUT,McLaren,999,0,True
2016,13,WEH,Manor Marussia,999,0,True
2016,14,ROS,Mercedes,1,25,False
2016,14,HAM,Mercedes,2,18,False
2016,14,VET,Ferrari,3,15,False
2016,14,RAI,Ferrari,4,12,False
2016,14,RIC,Red Bull,5,10,False
2016,14,BOT,Williams,6,8,False
2016,14,VER,Red Bull,7,6,False
2016,14,PER,Force India,8,4,False
2016,14,MAS,Williams,9,2,False
2016,14,HUL,Force India,10,1,False
2016,14,GRO,Haas F1 Team,11,0,False
2016,14,BUT,McLaren,12,0,False
2016,14,GUT,Haas F1 Team,13,0,False
2016,14,ALO,McLaren,14,0,False
2016,14,SAI,Toro Rosso,15,0,False
2016,14,ERI,Sauber,16,0,False
2016,14,MAG,Renault,17,0,False
2016,14,OCO,Manor Marussia,18,0,False
2016,14,KVY,Toro Rosso,999,0,True
2016,14,WEH,Manor Marussia,999,0,True
2016,14,PAL,Renault,999,0,True
2016,14,NAS,Sauber,999,0,True
2016,15,ROS,Mercedes,1,25,False
2016,15,RIC,Red Bull,2,18,False
2016,15,HAM,Mercedes,3,15,False
2016,15,RAI,Ferrari,4,12,False
2016,15,VET,Ferrari,5,10,False
2016,15,VER,Red Bull,6,8,False
2016,15,ALO,McLaren,7,6,False
2016,15,PER,Force India,8,4,False
2016,15,KVY,Toro Rosso,9,2,False
2016,15,MAG,Renault,10,1,False
2016,15,GUT,Haas F1 Team,11,0,False
2016,15,MAS,Williams,12,0,False
2016,15,NAS,Sauber,13,0,False
2016,15,SAI,Toro Rosso,14,0,False
2016,15,PAL,Renault,15,0,False
2016,15,WEH,Manor Marussia,16,0,False
2016,15,ERI,Sauber,17,0,False
2016,15,OCO,Manor Marussia,18,0,False
2016,15,BUT,McLaren,999,0,True
2016,15,BOT,Williams,999,0,True
2016,15,HUL,Force India,999,0,True
2016,15,GRO,Haas F1 Team,999,0,True
2016,16,RIC,Red Bull,1,25,False
2016,16,VER,Red Bull,2,18,False
2016,16,ROS,Mercedes,3,15,False
2016,16,RAI,Ferrari,4,12,False
2016,16,BOT,Williams,5,10,False
2016,16,PER,Force India,6,8,False
2016,16,ALO,McLaren,7,6,False
2016,16,HUL,Force India,8,4,False
2016,16,BUT,McLaren,9,2,False
2016,16,PAL,Renault,10,1,False
2016,16,SAI,Toro Rosso,11,0,False
2016,16,ERI,Sauber,12,0,False
2016,16,MAS,Williams,13,0,False
2016,16,KVY,Toro Rosso,14,0,False
2016,16,WEH,Manor Marussia,15,0,False
2016,16,OCO,Manor Marussia,16,0,False
2016,16,NAS,Sauber,999,0,True
2016,16,HAM,Mercedes,999,0,True
2016,16,GUT,Haas F1 Team,999,0,True
2016,16,MAG,Renault,999,0,True
2016,16,GRO,Haas F1 Team,999,0,True
2016,16,VET,Ferrari,999,0,True
2016,17,ROS,Mercedes,1,25,False
2016,17,VER,Red Bull,2,18,False
2016,17,HAM,Mercedes,3,15,False
2016,17,VET,Ferrari,4,12,False
2016,17,RAI,Ferrari,5,10,False
2016,17,RIC,Red Bull,6,8,False
2016,17,PER,Force India,7,6,False
2016,17,HUL,Force India,8,4,False
2016,17,MAS,Williams,9,2,False
2016,17,BOT,Williams,10,1,False
2016,17,GRO,Haas F1 Team,11,0,False
2016,17,PAL,Renault,12,0,False
2016,17,KVY,Toro Rosso,13,0,False
2016,17,MAG,Renault,14,0,False
2016,17,ERI,Sauber,15,0,False
2016,17,ALO,McLaren,16,0,False
2016,17,SAI,Toro Rosso,17,0,False
2016,17,BUT,McLaren,18,0,False
2016,17,NAS,Sauber,19,0,False
2016,17,GUT,Haas F1 Team,20,0,False
2016,17,OCO,Manor Marussia,21,0,False
2016,17,WEH,Manor Marussia,22,0,False
2016,18,HAM,Mercedes,1,25,False
2016,18,ROS,Mercedes,2,18,False
2016,18,RIC,Red Bull,3,15,False
2016,18,VET,Ferrari,4,12,False
2016,18,ALO,McLaren,5,10,False
2016,18,SAI,Toro Rosso,6,8,False
2016,18,MAS,Williams,7,6,False
2016,18,PER,Force India,8,4,False
2016,18,BUT,McLaren,9,2,False
2016,18,GRO,Haas F1 Team,10,1,False
2016,18,KVY,Toro Rosso,11,0,False
2016,18,MAG,Renault,12,0,False
2016,18,PAL,Renault,13,0,False
2016,18,ERI,Sauber,14,0,False
2016,18,NAS,Sauber,15,0,False
2016,18,BOT,Williams,16,0,False
2016,18,WEH,Manor Marussia,17,0,False
2016,18,OCO,Manor Marussia,18,0,False
2016,18,RAI,Ferrari,999,0,True
2016,18,VER,Red Bull,999,0,True
2016,18,GUT,Haas F1 Team,999,0,True
2016,18,HUL,Force India,999,0,True
2016,19,HAM,Mercedes,1,25,False
2016,19,ROS,Mercedes,2,18,False
2016,19,RIC,Red Bull,3,15,False
2016,19,VER,Red Bull,4,12,False
2016,19,VET,Ferrari,5,10,False
2016,19,RAI,Ferrari,6,8,False
2016,19,HUL,Force India,7,6,False
2016,19,BOT,Williams,8,4,False
2016,19,MAS,Williams,9,2,False
2016,19,PER,Force India,10,1,False
2016,19,ERI,Sauber,11,0,False
2016,19,BUT,McLaren,12,0,False
2016,19,ALO,McLaren,13,0,False
2016,19,PAL,Renault,14,0,False
2016,19,NAS,Sauber,15,0,False
2016,19,SAI,Toro Rosso,16,0,False
2016,19,MAG,Renault,17,0,False
2016,19,KVY,Toro Rosso,18,0,False
2016,19,GUT,Haas F1 Team,19,0,False
2016,19,GRO,Haas F1 Team,20,0,False
2016,19,OCO,Manor Marussia,21,0,False
2016,19,WEH,Manor Marussia,999,0,True
2016,20,HAM,Mercedes,1,25,False
2016,20,ROS,Mercedes,2,18,False
2016,20,VER,Red Bull,3,15,False
2016,20,PER,Force India,4,12,False
2016,20,VET,Ferrari,5,10,False
2016,20,SAI,Toro Rosso,6,8,False
2016,20,HUL,Force India,7,6,False
2016,20,RIC,Red Bull,8,4,False
2016,20,NAS,Sauber,9,2,False
2016,20,ALO,McLaren,10,1,False
2016,20,BOT,Williams,11,0,False
2016,20,OCO,Manor Marussia,12,0,False
2016,20,KVY,Toro Rosso,13,0,False
2016,20,MAG,Renault,14,0,False
2016,20,WEH,Manor Marussia,15,0,False
2016,20,BUT,McLaren,16,0,False
2016,20,GUT,Haas F1 Team,999,0,True
2016,20,MAS,Williams,999,0,True
2016,20,PAL,Renault,999,0,True
2016,20,RAI,Ferrari,999,0,True
2016,20,ERI,Sauber,999,0,True
2016,20,GRO,Haas F1 Team,999,0,True
2016,21,HAM,Mercedes,1,25,False
2016,21,ROS,Mercedes,2,18,False
2016,21,VET,Ferrari,3,15,False
2016,21,VER,Red Bull,4,12,False
2016,21,RIC,Red Bull,5,10,False
2016,21,RAI,Ferrari,6,8,False
2016,21,HUL,Force India,7,6,False
2016,21,PER,Force India,8,4,False
2016,21,MAS,Williams,9,2,False
2016,21,ALO,McLaren,10,1,False
2016,21,GRO,Haas F1 Team,11,0,False
2016,21,GUT,Haas F1 Team,12,0,False
2016,21,OCO,Manor Marussia,13,0,False
2016,21,WEH,Manor Marussia,14,0,False
2016,21,ERI,Sauber,15,0,False
2016,21,NAS,Sauber,16,0,False
2016,21,PAL,Renault,17,0,False
2016,21,SAI,Toro Rosso,999,0,True
2016,21,KVY,Toro Rosso,999,0,True
2016,21,BUT,McLaren,999,0,True
2016,21,BOT,Williams,999,0,True
2016,21,MAG,Renault,999,0,True
2017,1,VET,Ferrari,1,25,False
2017,1,HAM,Mercedes,2,18,False
2017,1,BOT,Mercedes,3,15,False
2017,1,RAI,Ferrari,4,12,False
2017,1,VER,Red Bull,5,10,False
2017,1,MAS,Williams,6,8,False
2017,1,PER,Force India,7,6,False
2017,1,SAI,Toro Rosso,8,4,False
2017,1,KVY,Toro Rosso,9,2,False
2017,1,OCO,Force India,10,1,False
2017,1,HUL,Renault,11,0,False
2017,1,GIO,Sauber,12,0,False
2017,1,VAN,McLaren,13,0,False
2017,1,ALO,McLaren,999,0,True
2017,1,MAG,Haas F1 Team,999,0,True
2017,1,STR,Williams,999,0,True
2017,1,RIC,Red Bull,999,0,True
2017,1,ERI,Sauber,999,0,True
2017,1,PAL,Renault,999,0,True
2017,1,GRO,Haas F1 Team,999,0,True
2017,2,HAM,Mercedes,1,25,False
2017,2,VET,Ferrari,2,18,False
2017,2,VER,Red Bull,3,15,False
2017,2,RIC,Red Bull,4,12,False
2017,2,RAI,Ferrari,5,10,False
2017,2,BOT,Mercedes,6,8,False
2017,2,SAI,Toro Rosso,7,6,False
2017,2,MAG,Haas F1 Team,8,4,False
2017,2,PER,Force India,9,2,False
2017,2,OCO,Force India,10,1,False
2017,2,GRO,Haas F1 Team,11,0,False
2017,2,HUL,Renault,12,0,False
2017,2,PAL,Renault,13,0,False
2017,2,MAS,Williams,14,0,False
2017,2,ERI,Sauber,15,0,False
2017,2,ALO,McLaren,999,0,True
2017,2,KVY,Toro Rosso,999,0,True
2017,2,VAN,McLaren,999,0,True
2017,2,GIO,Sauber,999,0,True
2017,2,STR,Williams,999,0,True
2017,3,VET,Ferrari,1,25,False
2017,3,HAM,Mercedes,2,18,False
2017,3,BOT,Mercedes,3,15,False
2017,3,RAI,Ferrari,4,12,False
2017,3,RIC,Red Bull,5,10,False
2017,3,MAS,Williams,6,8,False
2017,3,PER,Force India,7,6,False
2017,3,GRO,Haas F1 Team,8,4,False
2017,3,HUL,Renault,9,2,False
2017,3,OCO,Force India,10,1,False
2017,3,WEH,Sauber,11,0,False
2017,3,KVY,Toro Rosso,12,0,False
2017,3,PAL,Renault,13,0,False
2017,3,ALO,McLaren,14,0,False
2017,3,ERI,Sauber,999,0,True
2017,3,SAI,Toro Rosso,999,0,True
2017,3,STR,Williams,999,0,True
2017,3,VER,Red Bull,999,0,True
2017,3,MAG,Haas F1 Team,999,0,True
2017,3,VAN,McLaren,999,0,True
2017,4,BOT,Mercedes,1,25,False
2017,4,VET,Ferrari,2,18,False
2017,4,RAI,Ferrari,3,15,False
2017,4,HAM,Mercedes,4,12,False
2017,4,VER,Red Bull,5,10,False
2017,4,PER,Force India,6,8,False
2017,4,OCO,Force India,7,6,False
2017,4,HUL,Renault,8,4,False
2017,4,MAS,Williams,9,2,False
2017,4,SAI,Toro Rosso,10,1,False
2017,4,STR,Williams,11,0,False
2017,4,KVY,Toro Rosso,12,0,False
2017,4,MAG,Haas F1 Team,13,0,False
2017,4,VAN,McLaren,14,0,False
2017,4,ERI,Sauber,15,0,False
2017,4,WEH,Sauber,16,0,False
2017,4,RIC,Red Bull,999,0,True
2017,4,PAL,Renault,999,0,True
2017,4,GRO,Haas F1 Team,999,0,True
2017,4,ALO,McLaren,999,0,True
2017,5,HAM,Mercedes,1,25,False
2017,5,VET,Ferrari,2,18,False
2017,5,RIC,Red Bull,3,15,False
2017,5,PER,Force India,4,12,False
2017,5,OCO,Force India,5,10,False
2017,5,HUL,Renault,6,8,False
2017,5,SAI,Toro Rosso,7,6,False
2017,5,WEH,Sauber,8,4,False
2017,5,KVY,Toro Rosso,9,2,False
2017,5,GRO,Haas F1 Team,10,1,False
2017,5,ERI,Sauber,11,0,False
