year,round,driver,team,position,puntos_carrera,es_abandono
2005,1,FIS,Renault,1,25,False
2005,1,BAR,Ferrari,2,18,False
2005,1,ALO,Renault,3,15,False
2005,1,COU,Red Bull,4,12,False
2005,1,WEB,Williams,5,10,False
2005,1,MON,McLaren,6,8,False
2005,1,KLI,Red Bull,7,6,False
2005,1,RAI,McLaren,8,4,False
2005,1,TRU,Toyota,9,2,False
2005,1,MAS,Sauber,10,1,False
2005,1,SCH,Toyota,12,0,False
2005,1,VIL,Sauber,13,0,False
2005,1,KAR,Jordan,15,0,False
2005,1,TMO,Jordan,16,0,False
2005,1,FRI,Minardi,17,0,False
2005,1,BUT,BAR,999,0,True
2005,1,SAT,BAR,999,0,True
2005,1,MSC,Ferrari,999,0,True
2005,1,HEI,Williams,999,0,True
2005,1,ALB,Minardi,999,0,True
2005,2,ALO,Renault,1,25,False
2005,2,TRU,Toyota,2,18,False
2005,2,HEI,Williams,3,15,False
2005,2,MON,McLaren,4,12,False
2005,2,SCH,Toyota,5,10,False
2005,2,COU,Red Bull,6,8,False
2005,2,MSC,Ferrari,7,6,False
2005,2,KLI,Red Bull,8,4,False
2005,2,RAI,McLaren,9,2,False
2005,2,MAS,Sauber,10,1,False
2005,2,KAR,Jordan,11,0,False
2005,2,TMO,Jordan,12,0,False
2005,2,ALB,Minardi,13,0,False
2005,2,BAR,Ferrari,999,0,True
2005,2,FIS,Renault,999,0,True
2005,2,WEB,Williams,999,0,True
2005,2,VIL,Sauber,999,0,True
2005,2,BUT,BAR,999,0,True
2005,2,DAV,BAR,999,0,True
2005,2,FRI,Minardi,999,0,True
2005,3,ALO,Renault,1,25,False
2005,3,TRU,Toyota,2,18,False
2005,3,RAI,McLaren,3,15,False
2005,3,SCH,Toyota,4,12,False
2005,3,DLR,McLaren,5,10,False
2005,3,WEB,Williams,6,8,False
2005,3,MAS,Sauber,7,6,False
2005,3,COU,Red Bull,8,4,False
2005,3,BAR,Ferrari,9,2,False
2005,3,TMO,Jordan,10,1,False
2005,3,VIL,Sauber,11,0,False
2005,3,FRI,Minardi,12,0,False
2005,3,ALB,Minardi,13,0,False
2005,3,BUT,BAR,999,0,True
2005,3,SAT,BAR,999,0,True
2005,3,HEI,Williams,999,0,True
2005,3,MSC,Ferrari,999,0,True
2005,3,FIS,Renault,999,0,True
2005,3,KAR,Jordan,999,0,True
2005,3,KLI,Red Bull,999,0,True
2005,4,ALO,Renault,1,25,False
2005,4,MSC,Ferrari,2,18,False
2005,4,WUR,McLaren,3,15,False
2005,4,VIL,Sauber,4,12,False
2005,4,TRU,Toyota,5,10,False
2005,4,HEI,Williams,6,8,False
2005,4,WEB,Williams,7,6,False
2005,4,LIU,Red Bull,8,4,False
2005,4,SCH,Toyota,9,2,False
2005,4,MAS,Sauber,10,1,False
2005,4,COU,Red Bull,11,0,False
2005,4,KAR,Jordan,12,0,False
2005,4,TMO,Jordan,13,0,False
2005,4,BUT,BAR,999,0,True
2005,4,SAT,BAR,999,0,True
2005,4,ALB,Minardi,999,0,True
2005,4,BAR,Ferrari,999,0,True
2005,4,RAI,McLaren,999,0,True
2005,4,FRI,Minardi,999,0,True
2005,4,FIS,Renault,999,0,True
2005,5,RAI,McLaren,1,25,False
2005,5,ALO,Renault,2,18,False
2005,5,TRU,Toyota,3,15,False
2005,5,SCH,Toyota,4,12,False
2005,5,FIS,Renault,5,10,False
2005,5,WEB,Williams,6,8,False
2005,5,MON,McLaren,7,6,False
2005,5,COU,Red Bull,8,4,False
2005,5,BAR,Ferrari,9,2,False
2005,5,HEI,Williams,10,1,False
2005,5,MAS,Sauber,11,0,False
2005,5,TMO,Jordan,12,0,False
2005,5,KAR,Jordan,13,0,False
2005,5,VIL,Sauber,999,0,True
2005,5,MSC,Ferrari,999,0,True
2005,5,ALB,Minardi,999,0,True
2005,5,FRI,Minardi,999,0,True
2005,5,LIU,Red Bull,999,0,True
2005,6,RAI,McLaren,1,25,False
2005,6,HEI,Williams,2,18,False
2005,6,WEB,Williams,3,15,False
2005,6,ALO,Renault,4,12,False
2005,6,MON,McLaren,5,10,False
2005,6,SCH,Toyota,6,8,False
2005,6,MSC,Ferrari,7,6,False
2005,6,BAR,Ferrari,8,4,False
2005,6,MAS,Sauber,9,2,False
2005,6,TRU,Toyota,10,1,False
2005,6,VIL,Sauber,11,0,False
2005,6,FIS,Renault,12,0,False
2005,6,TMO,Jordan,13,0,False
2005,6,ALB,Minardi,14,0,False
2005,6,LIU,Red Bull,999,0,True
2005,6,FRI,Minardi,999,0,True
2005,6,COU,Red Bull,999,0,True
2005,6,KAR,Jordan,999,0,True
2005,7,ALO,Renault,1,25,False
2005,7,HEI,Williams,2,18,False
2005,7,BAR,Ferrari,3,15,False
2005,7,COU,Red Bull,4,12,False
2005,7,MSC,Ferrari,5,10,False
2005,7,FIS,Renault,6,8,False
2005,7,MON,McLaren,7,6,False
2005,7,TRU,Toyota,8,4,False
2005,7,LIU,Red Bull,9,2,False
2005,7,BUT,BAR,10,1,False
2005,7,RAI,McLaren,11,0,False
2005,7,SAT,BAR,12,0,False
2005,7,VIL,Sauber,13,0,False
2005,7,MAS,Sauber,14,0,False
2005,7,TMO,Jordan,15,0,False
2005,7,KAR,Jordan,16,0,False
2005,7,ALB,Minardi,17,0,False
2005,7,FRI,Minardi,18,0,False
2005,7,SCH,Toyota,999,0,True
2005,7,WEB,Williams,999,0,True
2005,8,RAI,McLaren,1,25,False
2005,8,MSC,Ferrari,2,18,False
2005,8,BAR,Ferrari,3,15,False
2005,8,MAS,Sauber,4,12,False
2005,8,WEB,Williams,5,10,False
2005,8,SCH,Toyota,6,8,False
2005,8,COU,Red Bull,7,6,False
2005,8,KLI,Red Bull,8,4,False
2005,8,VIL,Sauber,9,2,False
2005,8,TMO,Jordan,10,1,False
2005,8,ALB,Minardi,11,0,False
2005,8,MON,McLaren,999,0,True
2005,8,TRU,Toyota,999,0,True
2005,8,BUT,BAR,999,0,True
2005,8,HEI,Williams,999,0,True
2005,8,SAT,BAR,999,0,True
2005,8,FRI,Minardi,999,0,True
2005,8,ALO,Renault,999,0,True
2005,8,FIS,Renault,999,0,True
2005,8,KAR,Jordan,999,0,True
2005,9,MSC,Ferrari,1,25,False
2005,9,BAR,Ferrari,2,18,False
2005,9,TMO,Jordan,3,15,False
2005,9,KAR,Jordan,4,12,False
2005,9,ALB,Minardi,5,10,False
2005,9,FRI,Minardi,6,8,False
2005,9,TRU,Toyota,999,0,True
2005,9,RAI,McLaren,999,0,True
2005,9,BUT,BAR,999,0,True
2005,9,FIS,Renault,999,0,True
2005,9,ALO,Renault,999,0,True
2005,9,SAT,BAR,999,0,True
2005,9,WEB,Williams,999,0,True
2005,9,MAS,Sauber,999,0,True
2005,9,MON,McLaren,999,0,True
2005,9,VIL,Sauber,999,0,True
2005,9,ZON,Toyota,999,0,True
2005,9,KLI,Red Bull,999,0,True
2005,9,HEI,Williams,999,0,True
2005,9,COU,Red Bull,999,0,True
2005,10,ALO,Renault,1,25,False
2005,10,RAI,McLaren,2,18,False
2005,10,MSC,Ferrari,3,15,False
2005,10,BUT,BAR,4,12,False
2005,10,TRU,Toyota,5,10,False
2005,10,FIS,Renault,6,8,False
2005,10,SCH,Toyota,7,6,False
2005,10,VIL,Sauber,8,4,False
2005,10,BAR,Ferrari,9,2,False
2005,10,COU,Red Bull,10,1,False
2005,10,SAT,BAR,11,0,False
2005,10,WEB,Williams,12,0,False
2005,10,TMO,Jordan,13,0,False
2005,10,HEI,Williams,14,0,False
2005,10,KAR,Jordan,15,0,False
2005,10,MON,McLaren,999,0,True
2005,10,ALB,Minardi,999,0,True
2005,10,FRI,Minardi,999,0,True
2005,10,MAS,Sauber,999,0,True
2005,10,KLI,Red Bull,999,0,True
2005,11,MON,McLaren,1,25,False
2005,11,ALO,Renault,2,18,False
2005,11,RAI,McLaren,3,15,False
2005,11,FIS,Renault,4,12,False
2005,11,BUT,BAR,5,10,False
2005,11,MSC,Ferrari,6,8,False
2005,11,BAR,Ferrari,7,6,False
2005,11,SCH,Toyota,8,4,False
2005,11,TRU,Toyota,9,2,False
2005,11,MAS,Sauber,10,1,False
2005,11,WEB,Williams,11,0,False
2005,11,HEI,Williams,12,0,False
2005,11,COU,Red Bull,13,0,False
2005,11,VIL,Sauber,14,0,False
2005,11,KLI,Red Bull,15,0,False
2005,11,SAT,BAR,16,0,False
2005,11,TMO,Jordan,17,0,False
2005,11,ALB,Minardi,18,0,False
2005,11,FRI,Minardi,19,0,False
2005,11,KAR,Jordan,999,0,True
2005,12,ALO,Renault,1,25,False
2005,12,MON,McLaren,2,18,False
2005,12,BUT,BAR,3,15,False
2005,12,FIS,Renault,4,12,False
2005,12,MSC,Ferrari,5,10,False
2005,12,SCH,Toyota,6,8,False
2005,12,COU,Red Bull,7,6,False
2005,12,MAS,Sauber,8,4,False
2005,12,KLI,Red Bull,9,2,False
2005,12,BAR,Ferrari,10,1,False
2005,12,HEI,Williams,11,0,False
2005,12,SAT,BAR,12,0,False
2005,12,ALB,Minardi,13,0,False
2005,12,TRU,Toyota,14,0,False
2005,12,VIL,Sauber,15,0,False
2005,12,KAR,Jordan,16,0,False
2005,12,TMO,Jordan,17,0,False
2005,12,DOO,Minardi,18,0,False
2005,12,WEB,Williams,999,0,True
2005,12,RAI,McLaren,999,0,True
2005,13,RAI,McLaren,1,25,False
2005,13,MSC,Ferrari,2,18,False
2005,13,SCH,Toyota,3,15,False
2005,13,TRU,Toyota,4,12,False
2005,13,BUT,BAR,5,10,False
2005,13,HEI,Williams,6,8,False
2005,13,WEB,Williams,7,6,False
2005,13,SAT,BAR,8,4,False
2005,13,FIS,Renault,9,2,False
2005,13,BAR,Ferrari,10,1,False
2005,13,ALO,Renault,11,0,False
2005,13,KAR,Jordan,12,0,False
2005,13,TMO,Jordan,13,0,False
2005,13,MAS,Sauber,14,0,False
2005,13,ALB,Minardi,999,0,True
2005,13,VIL,Sauber,999,0,True
2005,13,MON,McLaren,999,0,True
2005,13,DOO,Minardi,999,0,True
2005,13,COU,Red Bull,999,0,True
2005,13,KLI,Red Bull,999,0,True
2005,14,RAI,McLaren,1,25,False
2005,14,ALO,Renault,2,18,False
2005,14,MON,McLaren,3,15,False
2005,14,FIS,Renault,4,12,False
2005,14,BUT,BAR,5,10,False
2005,14,TRU,Toyota,6,8,False
2005,14,COU,Red Bull,7,6,False
2005,14,KLI,Red Bull,8,4,False
2005,14,SAT,BAR,9,2,False
2005,14,BAR,Ferrari,10,1,False
2005,14,VIL,Sauber,11,0,False
2005,14,SCH,Toyota,12,0,False
2005,14,DOO,Minardi,13,0,False
2005,14,KAR,Jordan,14,0,False
2005,14,TMO,Jordan,15,0,False
2005,14,ALB,Minardi,999,0,True
2005,14,MSC,Ferrari,999,0,True
2005,14,HEI,Williams,999,0,True
2005,14,MAS,Sauber,999,0,True
2005,14,WEB,Williams,999,0,True
2005,15,MON,McLaren,1,25,False
2005,15,ALO,Renault,2,18,False
2005,15,FIS,Renault,3,15,False
2005,15,RAI,McLaren,4,12,False
2005,15,TRU,Toyota,5,10,False
2005,15,SCH,Toyota,6,8,False
2005,15,PIZ,Williams,7,6,False
2005,15,BUT,BAR,8,4,False
2005,15,MAS,Sauber,9,2,False
2005,15,MSC,Ferrari,10,1,False
2005,15,VIL,Sauber,11,0,False
2005,15,BAR,Ferrari,12,0,False
2005,15,KLI,Red Bull,13,0,False
2005,15,WEB,Williams,14,0,False
2005,15,COU,Red Bull,15,0,False
2005,15,SAT,BAR,16,0,False
2005,15,TMO,Jordan,17,0,False
2005,15,DOO,Minardi,18,0,False
2005,15,ALB,Minardi,19,0,False
2005,15,KAR,Jordan,20,0,False
2005,16,RAI,McLaren,1,25,False
2005,16,ALO,Renault,2,18,False
2005,16,BUT,BAR,3,15,False
2005,16,WEB,Williams,4,12,False
2005,16,BAR,Ferrari,5,10,False
2005,16,VIL,Sauber,6,8,False
2005,16,SCH,Toyota,7,6,False
2005,16,TMO,Jordan,8,4,False
2005,16,KLI,Red Bull,9,2,False
2005,16,MAS,Sauber,10,1,False
2005,16,KAR,Jordan,11,0,False
2005,16,ALB,Minardi,12,0,False
2005,16,DOO,Minardi,13,0,False
2005,16,MON,McLaren,14,0,False
2005,16,PIZ,Williams,15,0,False
2005,16,TRU,Toyota,999,0,True
2005,16,COU,Red Bull,999,0,True
2005,16,MSC,Ferrari,999,0,True
2005,16,SAT,BAR,999,0,True
2005,16,FIS,Renault,999,0,True
2005,17,MON,McLaren,1,25,False
2005,17,RAI,McLaren,2,18,False
2005,17,ALO,Renault,3,15,False
2005,17,MSC,Ferrari,4,12,False
2005,17,FIS,Renault,5,10,False
2005,17,BAR,Ferrari,6,8,False
2005,17,BUT,BAR,7,6,False
2005,17,SCH,Toyota,8,4,False
2005,17,KLI,Red Bull,9,2,False
2005,17,SAT,BAR,10,1,False
2005,17,MAS,Sauber,11,0,False
2005,17,VIL,Sauber,12,0,False
2005,17,TRU,Toyota,13,0,False
2005,17,ALB,Minardi,14,0,False
2005,17,KAR,Jordan,15,0,False
2005,17,TMO,Jordan,999,0,True
2005,17,WEB,Williams,999,0,True
2005,17,DOO,Minardi,999,0,True
2005,17,PIZ,Williams,999,0,True
2005,17,COU,Red Bull,999,0,True
2005,18,RAI,McLaren,1,25,False
2005,18,FIS,Renault,2,18,False
2005,18,ALO,Renault,3,15,False
2005,18,WEB,Williams,4,12,False
2005,18,BUT,BAR,5,10,False
2005,18,COU,Red Bull,6,8,False
2005,18,MSC,Ferrari,7,6,False
2005,18,SCH,Toyota,8,4,False
2005,18,KLI,Red Bull,9,2,False
2005,18,MAS,Sauber,10,1,False
2005,18,BAR,Ferrari,11,0,False
2005,18,VIL,Sauber,12,0,False
2005,18,TMO,Jordan,13,0,False
2005,18,DOO,Minardi,14,0,False
2005,18,KAR,Jordan,15,0,False
2005,18,ALB,Minardi,16,0,False
2005,18,SAT,BAR,999,0,True
2005,18,PIZ,Williams,999,0,True
2005,18,TRU,Toyota,999,0,True
2005,18,MON,McLaren,999,0,True
2005,19,ALO,Renault,1,25,False
2005,19,RAI,McLaren,2,18,False
2005,19,SCH,Toyota,3,15,False
2005,19,FIS,Renault,4,12,False
2005,19,KLI,Red Bull,5,10,False
2005,19,MAS,Sauber,6,8,False
2005,19,WEB,Williams,7,6,False
2005,19,BUT,BAR,8,4,False
2005,19,COU,Red Bull,9,2,False
2005,19,VIL,Sauber,10,1,False
2005,19,TMO,Jordan,11,0,False
2005,19,BAR,Ferrari,12,0,False
2005,19,PIZ,Williams,13,0,False
2005,19,DOO,Minardi,14,0,False
2005,19,TRU,Toyota,15,0,False
2005,19,ALB,Minardi,16,0,False
2005,19,SAT,BAR,999,0,True
2005,19,KAR,Jordan,999,0,True
2005,19,MON,McLaren,999,0,True
2005,19,MSC,Ferrari,999,0,True
2006,1,ALO,Renault,1,25,False
2006,1,MSC,Ferrari,2,18,False
2006,1,RAI,McLaren,3,15,False
2006,1,BUT,Honda,4,12,False
2006,1,MON,McLaren,5,10,False
2006,1,WEB,Williams,6,8,False
2006,1,ROS,Williams,7,6,False
2006,1,KLI,Red Bull,8,4,False
2006,1,MAS,Ferrari,9,2,False
2006,1,COU,Red Bull,10,1,False
2006,1,LIU,Toro Rosso,11,0,False
2006,1,HEI,BMW Sauber,12,0,False
2006,1,SPE,Toro Rosso,13,0,False
2006,1,SCH,Toyota,14,0,False
2006,1,BAR,Honda,15,0,False
2006,1,TRU,Toyota,16,0,False
2006,1,TMO,MF1,17,0,False
2006,1,SAT,Super Aguri,18,0,False
2006,1,IDE,Super Aguri,999,0,True
2006,1,VIL,BMW Sauber,999,0,True
2006,1,FIS,Renault,999,0,True
2006,1,ALB,MF1,999,0,True
2006,2,FIS,Renault,1,25,False
2006,2,ALO,Renault,2,18,False
2006,2,BUT,Honda,3,15,False
2006,2,MON,McLaren,4,12,False
2006,2,MAS,Ferrari,5,10,False
2006,2,MSC,Ferrari,6,8,False
2006,2,VIL,BMW Sauber,7,6,False
2006,2,SCH,Toyota,8,4,False
2006,2,TRU,Toyota,9,2,False
2006,2,BAR,Honda,10,1,False
2006,2,LIU,Toro Rosso,11,0,False
2006,2,ALB,MF1,12,0,False
2006,2,TMO,MF1,13,0,False
2006,2,SAT,Super Aguri,14,0,False
2006,2,HEI,BMW Sauber,999,0,True
2006,2,SPE,Toro Rosso,999,0,True
2006,2,IDE,Super Aguri,999,0,True
2006,2,KLI,Red Bull,999,0,True
2006,2,WEB,Williams,999,0,True
2006,2,COU,Red Bull,999,0,True
2006,2,ROS,Williams,999,0,True
2006,2,RAI,McLaren,999,0,True
2006,3,ALO,Renault,1,25,False
2006,3,RAI,McLaren,2,18,False
2006,3,SCH,Toyota,3,15,False
2006,3,HEI,BMW Sauber,4,12,False
2006,3,FIS,Renault,5,10,False
2006,3,VIL,BMW Sauber,6,8,False
2006,3,BAR,Honda,7,6,False
2006,3,COU,Red Bull,8,4,False
2006,3,SPE,Toro Rosso,9,2,False
2006,3,BUT,Honda,10,1,False
2006,3,ALB,MF1,11,0,False
2006,3,SAT,Super Aguri,12,0,False
2006,3,IDE,Super Aguri,13,0,False
2006,3,MON,McLaren,999,0,True
2006,3,TMO,MF1,999,0,True
2006,3,LIU,Toro Rosso,999,0,True
2006,3,MSC,Ferrari,999,0,True
2006,3,WEB,Williams,999,0,True
2006,3,KLI,Red Bull,999,0,True
2006,3,TRU,Toyota,999,0,True
2006,3,ROS,Williams,999,0,True
2006,3,MAS,Ferrari,999,0,True
2006,4,MSC,Ferrari,1,25,False
2006,4,ALO,Renault,2,18,False
2006,4,MON,McLaren,3,15,False
2006,4,MAS,Ferrari,4,12,False
2006,4,RAI,McLaren,5,10,False
2006,4,WEB,Williams,6,8,False
2006,4,BUT,Honda,7,6,False
2006,4,FIS,Renault,8,4,False
2006,4,SCH,Toyota,9,2,False
2006,4,BAR,Honda,10,1,False
2006,4,ROS,Williams,11,0,False
2006,4,VIL,BMW Sauber,12,0,False
2006,4,HEI,BMW Sauber,13,0,False
2006,4,LIU,Toro Rosso,14,0,False
2006,4,SPE,Toro Rosso,15,0,False
2006,4,TMO,MF1,16,0,False
2006,4,COU,Red Bull,999,0,True
2006,4,SAT,Super Aguri,999,0,True
2006,4,KLI,Red Bull,999,0,True
2006,4,IDE,Super Aguri,999,0,True
2006,4,TRU,Toyota,999,0,True
2006,4,ALB,MF1,999,0,True
2006,5,MSC,Ferrari,1,25,False
2006,5,ALO,Renault,2,18,False
2006,5,MAS,Ferrari,3,15,False
2006,5,RAI,McLaren,4,12,False
2006,5,BAR,Honda,5,10,False
2006,5,FIS,Renault,6,8,False
2006,5,ROS,Williams,7,6,False
2006,5,VIL,BMW Sauber,8,4,False
2006,5,TRU,Toyota,9,2,False
2006,5,HEI,BMW Sauber,10,1,False
2006,5,SPE,Toro Rosso,11,0,False
2006,5,TMO,MF1,12,0,False
2006,5,ALB,MF1,13,0,False
2006,5,SCH,Toyota,999,0,True
2006,5,MON,McLaren,999,0,True
2006,5,SAT,Super Aguri,999,0,True
2006,5,FMO,Super Aguri,999,0,True
2006,5,BUT,Honda,999,0,True
2006,5,KLI,Red Bull,999,0,True
2006,5,WEB,Williams,999,0,True
2006,5,COU,Red Bull,999,0,True
2006,5,LIU,Toro Rosso,999,0,True
2006,6,ALO,Renault,1,25,False
2006,6,MSC,Ferrari,2,18,False
2006,6,FIS,Renault,3,15,False
2006,6,MAS,Ferrari,4,12,False
2006,6,RAI,McLaren,5,10,False
2006,6,BUT,Honda,6,8,False
2006,6,BAR,Honda,7,6,False
2006,6,HEI,BMW Sauber,8,4,False
2006,6,WEB,Williams,9,2,False
2006,6,TRU,Toyota,10,1,False
2006,6,ROS,Williams,11,0,False
2006,6,VIL,BMW Sauber,12,0,False
2006,6,KLI,Red Bull,13,0,False
2006,6,COU,Red Bull,14,0,False
2006,6,LIU,Toro Rosso,15,0,False
2006,6,TMO,MF1,16,0,False
2006,6,SAT,Super Aguri,17,0,False
2006,6,ALB,MF1,999,0,True
2006,6,SPE,Toro Rosso,999,0,True
2006,6,SCH,Toyota,999,0,True
2006,6,MON,McLaren,999,0,True
2006,6,FMO,Super Aguri,999,0,True
2006,7,ALO,Renault,1,25,False
2006,7,MON,McLaren,2,18,False
2006,7,COU,Red Bull,3,15,False
2006,7,BAR,Honda,4,12,False
2006,7,MSC,Ferrari,5,10,False
2006,7,FIS,Renault,6,8,False
2006,7,HEI,BMW Sauber,7,6,False
2006,7,SCH,Toyota,8,4,False
2006,7,MAS,Ferrari,9,2,False
2006,7,LIU,Toro Rosso,10,1,False
2006,7,BUT,Honda,11,0,False
2006,7,ALB,MF1,12,0,False
2006,7,SPE,Toro Rosso,13,0,False
2006,7,VIL,BMW Sauber,14,0,False
2006,7,TMO,MF1,15,0,False
2006,7,FMO,Super Aguri,16,0,False
2006,7,TRU,Toyota,17,0,False
2006,7,KLI,Red Bull,999,0,True
2006,7,ROS,Williams,999,0,True
2006,7,RAI,McLaren,999,0,True
2006,7,WEB,Williams,999,0,True
2006,7,SAT,Super Aguri,999,0,True
2006,8,ALO,Renault,1,25,False
2006,8,MSC,Ferrari,2,18,False
2006,8,RAI,McLaren,3,15,False
2006,8,FIS,Renault,4,12,False
2006,8,MAS,Ferrari,5,10,False
2006,8,MON,McLaren,6,8,False
2006,8,HEI,BMW Sauber,7,6,False
2006,8,VIL,BMW Sauber,8,4,False
2006,8,ROS,Williams,9,2,False
2006,8,BAR,Honda,10,1,False
2006,8,TRU,Toyota,11,0,False
2006,8,COU,Red Bull,12,0,False
2006,8,LIU,Toro Rosso,13,0,False
2006,8,KLI,Red Bull,14,0,False
2006,8,ALB,MF1,15,0,False
2006,8,TMO,MF1,16,0,False
2006,8,SAT,Super Aguri,17,0,False
2006,8,FMO,Super Aguri,18,0,False
2006,8,BUT,Honda,999,0,True
2006,8,SPE,Toro Rosso,999,0,True
2006,8,SCH,Toyota,999,0,True
2006,8,WEB,Williams,999,0,True
2006,9,ALO,Renault,1,25,False
2006,9,MSC,Ferrari,2,18,False
2006,9,RAI,McLaren,3,15,False
2006,9,FIS,Renault,4,12,False
2006,9,MAS,Ferrari,5,10,False
2006,9,TRU,Toyota,6,8,False
2006,9,HEI,BMW Sauber,7,6,False
2006,9,COU,Red Bull,8,4,False
2006,9,BUT,Honda,9,2,False
2006,9,SPE,Toro Rosso,10,1,False
2006,9,KLI,Red Bull,11,0,False
2006,9,WEB,Williams,12,0,False
2006,9,LIU,Toro Rosso,13,0,False
2006,9,TMO,MF1,14,0,False
2006,9,SAT,Super Aguri,15,0,False
2006,9,VIL,BMW Sauber,999,0,True
2006,9,SCH,Toyota,999,0,True
2006,9,MON,McLaren,999,0,True
2006,9,BAR,Honda,999,0,True
2006,9,FMO,Super Aguri,999,0,True
2006,9,ROS,Williams,999,0,True
2006,9,ALB,MF1,999,0,True
2006,10,MSC,Ferrari,1,25,False
2006,10,MAS,Ferrari,2,18,False
2006,10,FIS,Renault,3,15,False
2006,10,TRU,Toyota,4,12,False
2006,10,ALO,Renault,5,10,False
2006,10,BAR,Honda,6,8,False
2006,10,COU,Red Bull,7,6,False
2006,10,LIU,Toro Rosso,8,4,False
2006,10,ROS,Williams,9,2,False
2006,10,SCH,Toyota,999,0,True
2006,10,ALB,MF1,999,0,True
2006,10,VIL,BMW Sauber,999,0,True
2006,10,TMO,MF1,999,0,True
2006,10,SAT,Super Aguri,999,0,True
2006,10,BUT,Honda,999,0,True
2006,10,RAI,McLaren,999,0,True
2006,10,HEI,BMW Sauber,999,0,True
2006,10,MON,McLaren,999,0,True
2006,10,WEB,Williams,999,0,True
2006,10,SPE,Toro Rosso,999,0,True
2006,10,KLI,Red Bull,999,0,True
2006,10,FMO,Super Aguri,999,0,True
2006,11,MSC,Ferrari,1,25,False
2006,11,ALO,Renault,2,18,False
2006,11,MAS,Ferrari,3,15,False
2006,11,SCH,Toyota,4,12,False
2006,11,RAI,McLaren,5,10,False
2006,11,FIS,Renault,6,8,False
2006,11,DLR,McLaren,7,6,False
2006,11,HEI,BMW Sauber,8,4,False
2006,11,COU,Red Bull,9,2,False
2006,11,SPE,Toro Rosso,10,1,False
2006,11,VIL,BMW Sauber,11,0,False
2006,11,KLI,Red Bull,12,0,False
2006,11,LIU,Toro Rosso,13,0,False
2006,11,ROS,Williams,14,0,False
2006,11,ALB,MF1,15,0,False
2006,11,FMO,Super Aguri,16,0,False
2006,11,BUT,Honda,999,0,True
2006,11,WEB,Williams,999,0,True
2006,11,TRU,Toyota,999,0,True
2006,11,BAR,Honda,999,0,True
2006,11,TMO,MF1,999,0,True
2006,11,SAT,Super Aguri,999,0,True
2006,12,MSC,Ferrari,1,25,False
2006,12,MAS,Ferrari,2,18,False
2006,12,RAI,McLaren,3,15,False
2006,12,BUT,Honda,4,12,False
2006,12,ALO,Renault,5,10,False
2006,12,FIS,Renault,6,8,False
2006,12,TRU,Toyota,7,6,False
2006,12,KLI,Red Bull,8,4,False
2006,12,SCH,Toyota,9,2,False
2006,12,LIU,Toro Rosso,10,1,False
2006,12,COU,Red Bull,11,0,False
2006,12,SPE,Toro Rosso,12,0,False
2006,12,ALB,MF1,999,0,True
2006,12,TMO,MF1,999,0,True
2006,12,WEB,Williams,999,0,True
2006,12,SAT,Super Aguri,999,0,True
2006,12,VIL,BMW Sauber,999,0,True
2006,12,BAR,Honda,999,0,True
2006,12,HEI,BMW Sauber,999,0,True
2006,12,DLR,McLaren,999,0,True
2006,12,YAM,Super Aguri,999,0,True
2006,12,ROS,Williams,999,0,True
2006,13,BUT,Honda,1,25,False
2006,13,DLR,McLaren,2,18,False
2006,13,HEI,BMW Sauber,3,15,False
2006,13,BAR,Honda,4,12,False
2006,13,COU,Red Bull,5,10,False
2006,13,SCH,Toyota,6,8,False
2006,13,MAS,Ferrari,7,6,False
2006,13,MSC,Ferrari,8,4,False
2006,13,TMO,MF1,9,2,False
2006,13,ALB,MF1,10,1,False
2006,13,SPE,Toro Rosso,11,0,False
2006,13,TRU,Toyota,12,0,False
2006,13,SAT,Super Aguri,13,0,False
2006,13,KUB,BMW Sauber,999,0,True
2006,13,ALO,Renault,999,0,True
2006,13,RAI,McLaren,999,0,True
2006,13,LIU,Toro Rosso,999,0,True
2006,13,ROS,Williams,999,0,True
2006,13,FIS,Renault,999,0,True
2006,13,KLI,Red Bull,999,0,True
2006,13,WEB,Williams,999,0,True
2006,13,YAM,Super Aguri,999,0,True
2006,14,MAS,Ferrari,1,25,False
2006,14,ALO,Renault,2,18,False
2006,14,MSC,Ferrari,3,15,False
2006,14,BUT,Honda,4,12,False
2006,14,DLR,McLaren,5,10,False
2006,14,FIS,Renault,6,8,False
2006,14,SCH,Toyota,7,6,False
2006,14,BAR,Honda,8,4,False
2006,14,TRU,Toyota,9,2,False
2006,14,WEB,Williams,10,1,False
2006,14,KLI,Red Bull,11,0,False
2006,14,KUB,BMW Sauber,12,0,False
2006,14,SPE,Toro Rosso,13,0,False
2006,14,HEI,BMW Sauber,14,0,False
2006,14,COU,Red Bull,15,0,False
2006,14,ALB,MF1,999,0,True
2006,14,SAT,Super Aguri,999,0,True
2006,14,ROS,Williams,999,0,True
2006,14,YAM,Super Aguri,999,0,True
2006,14,LIU,Toro Rosso,999,0,True
2006,14,RAI,McLaren,999,0,True
2006,14,TMO,MF1,999,0,True
2006,15,MSC,Ferrari,1,25,False
2006,15,RAI,McLaren,2,18,False
2006,15,KUB,BMW Sauber,3,15,False
2006,15,FIS,Renault,4,12,False
2006,15,BUT,Honda,5,10,False
2006,15,BAR,Honda,6,8,False
2006,15,TRU,Toyota,7,6,False
2006,15,HEI,BMW Sauber,8,4,False
2006,15,MAS,Ferrari,9,2,False
2006,15,WEB,Williams,10,1,False
